sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WRW4689AD,Penfolds  Koonunga Hill Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1363,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3925-1774263062971,0.95,validated
WRW4691AD,Penfolds  Max's Shiraz,Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1364,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3936-1774263062971,0.95,validated
WRW4692AD,Penfolds  Max's Shiraz / Cabernet Sauvignon,Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1365,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3937-1774263062971,0.95,validated
WRW4695AD,Beringer  Main & Vine Merlot,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1366,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3885-1774263062970,0.9,validated
WRW4696AD,Beringer  Main & Vine Cabernet Sauvignon,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1367,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3886-1774263062970,0.9,validated
WRW4702AD,19 Crimes  Shiraz,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1368,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3900-1774263062970,0.9,validated
WRW4703AD,19 Crimes  Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1369,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3905-1774263062971,0.9,validated
WRW4704AD,19 Crimes  Red Blend,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1370,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3888-1774263062970,0.9,validated
WRW4706DD,Angove  Long Row Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1371,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4527-1774263062975,0.9,validated
WRW4707DD,Angove  Long Row Merlot,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1372,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4528-1774263062975,0.9,validated
WRW4708DD,Angove  Long Row Shiraz,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1373,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4529-1774263062975,0.9,validated
WRW4710DD,Mount Riley  Pinot Noir,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1374,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4513-1774263062975,0.92,validated
WRW4711DD,Mount Riley  Merlot Malbec,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1375,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4607-1774263062976,0.92,validated
WRW4712DD,Mount Riley  Syrah,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1376,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4694-1774263062977,0.92,validated
WRW4728DD,Hopes End  Red Blend,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1377,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4511-1774263062975,0.88,validated
WRW4742AD,Concha Y Toro  Casillero Del Diablo Reserva Cabernet Sauvignon,Chile,Central Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1378,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3510-1774263062968,0.95,validated
WRW4743AD,Concha Y Toro  Casillero Del Diablo Reserva Carmenere,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1379,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3511-1774263062968,0.95,validated
WRW4744AD,Concha Y Toro  Casillero Del Diablo Reserva Merlot,Chile,Central Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1380,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3512-1774263062968,0.95,validated
WRW4745AD,Concha Y Toro  Casillero Del Diablo Reserva Pinot Noir,Chile,Casablanca Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1381,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3513-1774263062968,0.95,validated
WRW4802AJ,La Belle Angele   Cabernet Sauvignon,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1382,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4330-1774263062973,0.85,validated
WRW4813DD,Antigal  Estimulo Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1383,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4629-1774263062976,0.9,validated
WRW4814DD,Antigal  Estimulo Cabernet Sauvignon,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1384,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4630-1774263062976,0.9,validated
WRW4827AD,Rawson's Retreat  Private Release Shiraz Cabernet,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1385,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3977-1774263062971,0.9,validated
WRW4832AD,"Vigneti del Salento  ""ZOLLA"" Malvasia Nera Solento IGP",Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1386,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3544-1774263062969,0.85,validated
WRW4833AD,"Vigneti del Salento  ""ZOLLA"" Salice Salentino DOP",Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1387,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3545-1774263062969,0.85,validated
WRW4861BN,Ronan by Clinet  Bordeaux AOC Red,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1388,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2669-1774263062964,0.9,validated
WRW4872AA,Baron Philippe de Rothschild  Escudo Rojo Gran Reserva Syrah,Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1389,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2916-1774263062966,0.92,validated
WRW4873AA,Baron Philippe de Rothschild  Escudo Rojo Gran Reserva Cabernet Sauvignon,Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1390,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2917-1774263062966,0.92,validated
WRW4913AA,Alois Lageder  Riff Merlot Cabernet DOC,Italy,Trentino-Alto Adige,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1391,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3017-1774263062966,0.9,validated
WRW4923AA,Falesco  Tellus Shiraz IGP,Italy,Lazio,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1392,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3208-1774263062967,0.9,validated
WRW5015AD,Concha Y Toro  Casillero Del Diablo Reserva Privada Cabernet Sauvignon,Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1393,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3813-1774263062970,0.95,validated
WRW5019AD,Argento  Reserva Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1394,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3873-1774263062970,0.82,validated
WRW5023AD,Wolf Blass  Bilyara Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1395,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3979-1774263062971,0.95,validated
WRW5024AD,Wolf Blass  Gold Label Coonawarra Cabernet Sauvignon,Australia,Coonawarra,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1396,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3938-1774263062971,0.95,validated
WRW5096AD,Torres  Sangre de Toro Red,Spain,Toro,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1397,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3595-1774263062969,0.9,validated
WRW5098BU,Campo Viejo  Winemaker's Art (750 ml),Spain,Rioja,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1398,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4827-1774263062978,0.92,validated
WRW5123AJ,La Belle Angele  Merlot,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1399,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4303-1774263062973,0.85,validated
WRW5157AD,Wolf Blass  Red Label Shiraz Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1400,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3912-1774263062971,0.95,validated
WRW5158AD,Wolf Blass  Red Label Cabernet Sauvignon Merlot,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1401,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3913-1774263062971,0.95,validated
WRW5269AD,Maison de Grand Esprit  La Miraculeuse Bordeaux,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1402,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3934-1774263062971,0.9,validated
WRW5270AD,Maison de Grand Esprit  L'Etre Magique Bordeaux,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1403,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3941-1774263062971,0.9,validated
WRW5275AD,Sterling  Vintner S Collection Cabernet Sauvignon,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1404,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3942-1774263062971,0.9,validated
WRW5276AD,Sterling  Vintner S Collection Merlot,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1405,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3943-1774263062971,0.9,validated
WRW5306FC,Bodegas Piqueras  Black Label,Spain,Almansa,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1406,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5673-1774263062983,0.9,validated
WRW5331AA,Velenosi  Rosso Piceno DOC Superiore Circum,Italy,Marche,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1407,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2940-1774263062966,0.9,validated
WRW5350DD,Botter  Primitivo Puglia (Organic Wine),Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1408,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4672-1774263062977,0.88,validated
WRW5443AA,Baron Philippe de Rothschild  Escudo Rojo Gran Reserva Carmenere,Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1409,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2918-1774263062966,0.92,validated
WRW5444AF,Mascota Vineyards  La Mascota Shiraz,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1410,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5834-1774263062984,0.85,validated
WRW5453AC,Valdubon  Roble,Spain,Ribera del Duero,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1411,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2066-1774263062963,0.9,validated
WRW5463FJ,Messenez Family  Chateau M Gran Reserva Cabernet Merlot,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1412,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3384-1774263062968,0.85,validated
WRW5464FJ,Messenez Family  Chateau M Gran Vin Gold Label,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1413,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3321-1774263062968,0.85,validated
WRW5470FJ,Pinical Estate  Cabernet Merlot,Australia,South Eastern Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1414,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3332-1774263062968,0.82,validated
WRW5472FJ,Poggio Al Tufo  Rompicollo Toscana IGT,Italy,Tuscany,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1415,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3347-1774263062968,0.88,validated
WRW5473FJ,Victoria Park  Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1416,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3416-1774263062968,0.85,validated
WRW5474FJ,Victoria Park  Shiraz,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1417,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3417-1774263062968,0.85,validated
WRW5480AA,Baron Philippe de Rothschild  Mapu Gran Reserva Cabernet Sauvignon,Chile,Maule Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1418,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3304-1774263062968,0.92,validated
WRW5482AD,Moulin de Gassac  Syrah IGP,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1419,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3797-1774263062970,0.9,validated
WRW5530FJ,Georges Duboeuf  Pinot Noir (VDF D'OC),France,Beaujolais,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1420,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3358-1774263062968,0.9,validated
WRW5531FJ,Georges Duboeuf  Merlot (VDF D'OC),France,Beaujolais,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1421,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3359-1774263062968,0.9,validated
WRW5532FJ,Georges Duboeuf  Cabernet Sauvignon (VDF D'OC),France,Beaujolais,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1422,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3360-1774263062968,0.9,validated
WRW5553AA,Baron Philippe de Rothschild  Mapu Carmenere (Screw Cap),Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1423,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3267-1774263062967,0.92,validated
WRW5554AA,Baron Philippe de Rothschild  Mapu Merlot (Screw Cap),Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1424,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2910-1774263062965,0.92,validated
WRW5562FP,Les Coteaux  Cotes du Rhone Red,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1425,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1679-1774263062961,0.88,validated
WRW5564FP,Santa Julia  Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1426,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1710-1774263062961,0.82,validated
WRW5568FP,Masi  Campofiorin Rosso Veronese,Italy,Veneto,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1427,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1685-1774263062961,0.9,validated
WRW5570FP,El Coto Rioja  Crianza,Spain,Rioja,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1428,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1674-1774263062961,0.9,validated
WRW5590EQ,The Long Little Dog  Rouge,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1429,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5563-1774263062983,0.82,validated
WRW5592EQ,Les Volets  Pinot Noir,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1430,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5586-1774263062983,0.85,validated
WRW5593EQ,The Last Stand  Shiraz,Australia,Victoria,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1431,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5543-1774263062983,0.82,validated
WRW5595AD,19 Crimes  Pinot Noir,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1432,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3902-1774263062970,0.9,validated
WRW5596AD,19 Crimes  Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1433,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3914-1774263062971,0.9,validated
WRW5597AA,Baron Philippe de Rothschild  Mouton Cadet Selection Bordeaux Rouge,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1434,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2945-1774263062966,0.9,validated
WRW5613AD,Lindeman's  Gentleman Collection Cabernet Sauvignon,Australia,South Eastern Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1435,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3926-1774263062971,0.9,validated
WRW5635AD,Concha Y Toro  Casillero Del Diablo Dark Red,Chile,Maipo Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1436,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3561-1774263062969,0.95,validated
WRW5636BN,Montgras  Day One Cabernet Sauvignon,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1437,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2670-1774263062964,0.9,validated
WRW5648FJ,Pinical Estate  Shiraz,Australia,South Eastern Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1438,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3333-1774263062968,0.82,validated
WRW5715BN,Montgras  Day One Carmenere,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1439,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2671-1774263062964,0.9,validated
WRW5728FP,Domaine Lafage  Authentique Cotes Du Roussillon,France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1440,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1711-1774263062961,0.9,validated
WRW5729FP,Feudi di San Gregorio  Primitivo di Manduria DOC,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1441,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1699-1774263062961,0.92,validated
WRW5736FP,Tournon  Victoria Shiraz,Australia,Victoria,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1442,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1696-1774263062961,0.88,validated
WRW5747FS,Masseria Borgo Dei Trulli Negroamaro Salento IGP (750 ml),Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1443,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5271-1774263062981,0.85,validated
WRW5748FS,Masseria Borgo Dei Trulli Primitivo Salento IGP (750 ml),Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1444,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5263-1774263062981,0.85,validated
WRW5749FS,Masseria Borgo Dei Trulli Salice Salentino DOP (750 ml),Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1445,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5272-1774263062981,0.88,validated
