sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,bottle_size,price,validation_status,enrichment_priority
WRW1339AF,WRW1339,La Campagne  Merlot,Red Wine,Collecting color data,Merlot 100%,France,Languedoc,Minervois,,Current vintage,La Campagne,Merlot,Full,Medium,High,"[""fruit"",""herbal""]",Beef|Lamb|Cured Meat|Pasta,0.916,"A rich, juicy Merlot that has been personally selected from some of the best estates to the west of Narbonne. It shows all the true characteristics of the variety, with lots of full plummy fruit and soft, rounded tannins. Flavourful meats such as beef, pheasant and duck are perfectly paired to this wine or try it with a good sausage casserole and cured meats such as Parma ham.",750 ml,940,validated,5
WRW1340AF,WRW1340,"Jean D'alibert  Pinot Noir ""Domaine Saint Esteve""",Red Wine,Collecting color data,Pinot Noir,France,Others region,,,Current vintage,Jean D'Alibert,Pinot Noir,Medium,High,Low,"[""spice""]",Beef|Lamb|Soft Cheese,0.916,"Ruby red color. Complex and elegant nose dominated by aromas of black fruit, cherries in brandy with hints of spice. The palace is melted, balanced and harmonious with remarkable persistence in the final.",750 ml,1010,validated,5
WRW1346AF,WRW1346,Chateau Foncrose  Bordeaux Rouge,Red Wine,Collecting color data,Cabernet Sauvignon And Merlot,France,Bordeaux,,Bordeaux AOC,Current vintage,Chateau Foncrose,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit""]",Beef|Lamb|Cured Meat,0.772,"Château Foncrose Bordeaux Rouge is an approachable, fruit-forward blend of Cabernet Sauvignon and Merlot delivering a garnet-bright pour with ripe, round fruit character, supple tannins, and a well-balanced finish that punches above its everyday price point.",750 ml,850,validated,5
WRW1347AF,WRW1347,Chateau Butte De Charlemagne  Bordeaux,Red Wine,Collecting color data,Bordeaux Blend,France,Bordeaux,,,Current vintage,Chateau Butte De Charlemagne,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb|Cured Meat,0.916,This wine comes from Cabara in Bordeaux. Made from old vines this wine is exceptionally smooth and satisfying.,750 ml,820,validated,5
WRW1349AF,WRW1349,Chateau Promis  Bordeaux Rouge,Red Wine,Collecting color data,"50 % Merlot, 25 % Cabernet Franc, 25 Cabernet Sauvignon",France,Bordeaux,,,Current vintage,Chateau Promis,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb|Cured Meat,0.916,"This wine has an intense purplish colour, a powerful rich nose dominated by hints of ripe fruits and a structured mouth with a creamy attack and a velvety evolute. Enjoy drinks with grilled red meats, poultry or cheese with character.",750 ml,850,validated,5
WRW1350AF,WRW1350,Chateau Tour Des Graves,Red Wine,Collecting color data,Merlot And Cabernet Sauvignon,France,Bordeaux,Pomerol,Pomerol,Current vintage,Chateau Tour Des Graves,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""oak""]",Beef|Lamb|Cured Meat,0.928,"This wine has a beautiful purple color develops a nose of ripe red fruits, discreetly woody and spicy. On the palate the tannins are present but very round.",750 ml,860,validated,5
WRW1351AF,WRW1351,Chateau Le Pin,Red Wine,Ruby red.,Bordeaux Blended,France,Bordeaux,,,Current vintage,Chateau Le Pin,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb|Cured Meat,0.916,Solid Bordeaux flavour which is best at room temperature. Nice tannins which are slightly on the higher side but that’s because the wine is young. Long aftertaste which is not complex but quite solid. Unexpectedly good for ordinary Vin de Bordeaux and for the price.,750 ml,860,validated,5
WRW1354AF,WRW1354,"Chateau Lalene  ""Cuvee Prestige"" Bordeaux Superieur",Red Wine,Collecting color data,"Merlot, Cabernet Sauvignon, Cabernet Franc",France,Bordeaux,,,Current vintage,Chateau Lalene,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb|Cured Meat,0.916,"Brilliant color, delicate aroma of cherries and blackberries, finesse-rich fruit spectrum, soft tannins, good potential.",750 ml,1240,validated,5
WRW1356AF,WRW1356,Beau Rivage  Premium Grande Reserve Bordeaux Superieur,Red Wine,Collecting color data,Cabernet Sauvignon & Merlot,France,Bordeaux,,,Current vintage,Beau Rivage,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit""]",Beef|Lamb|Cured Meat,0.916,"Ruby red in color. Aromas of red and black berries, plums, redcurrant and raspberry, orange marmelade and black cherry, with a light touch of barrique notes. Elegant wine with soft tannins and pleasant finish. Pairs well with various dishes, such as lighter meats, red meat, venison veal, deer, turkey, cheese and some desserts.",750 ml,1080,validated,5
WRW1359DD,WRW1359,Chateau Bel Air  Haut-Medoc Cru Bourgeois,Red Wine,,,France,Bordeaux,,,2022,Chateau Bel Air,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb,0.658,"This Haut Medoc proposes liquorice notes and round and fine tannins. Deep and surprising, this red wine has a great maturity coming from the grapes, which means a wonderful strong matter.",,1435,validated,5
WRW1363AB,WRW1363,Agricola Querciabella  Camartina Toscana IGT,Red Wine,"Elegant, deep ruby red.","Cabernet Sauvignon (70%), Sangiovese (30%)",Italy,Tuscany,Greve in Chianti,Toscana IGT,2016,Agricola Querciabella,"Cabernet Sauvignon, Sangiovese, Pecorino",Full,Medium,High,"[""oak"",""mineral""]",Beef|Lamb|Cured Meat|Hard Cheese,0.87,"Camartina is Querciabella's flagship Super Tuscan, a commanding blend of Cabernet Sauvignon and Sangiovese from the arid sandstone slopes of Ruffoli, aged 18 months in French oak for a wine of extraordinary depth, structure, and elegance.",750 ml,5700,validated,5
WRW1365AF,WRW1365,Chateau Haut Beychevelle Gloria  Saint Julien,Red Wine,Collecting color data,Cabernet Sauvignon And Merlot,France,Bordeaux,Pomerol,Pomerol,2013,Chateau Haut Beychevelle,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit"",""oak""]",Beef|Lamb|Cured Meat,0.832,"Chateau Haut Beychevelle Gloria is a classic Saint-Julien red from Bordeaux's prestigious Médoc, delivering intense aromas of red berry and cedarwood, ripe fruit on the palate, and silky tannins that capture the elegant character of this celebrated Left Bank appellation.",750 ml,2720,validated,5
WRW1367AF,WRW1367,Chateau Meyney  Saint-Estephe,Red Wine,Collecting color data,"Cabernet Sauvignon (61%), Merlot  (26%) And Cabernet Franc (3%).",France,Bordeaux,Saint-Estèphe,,2007,Chateau Meyney,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,,Beef|Lamb|Cured Meat,0.916,"Saint Estèphe de Meyney provides from younger vines from Château Meyney, on the prestigious appellation of Saint Estèphe. Made with the same care as the first wine, and using a similar blend, it comes from the younger vines on the estate. These have an average age of 15/20 years.",750 ml,2010,validated,5
WRW1368AF,WRW1368,Chateau Laffitte Carcasset  Cru Bourgeois,Red Wine,,,France,,,,2022,Chateau Laffitte Carcasset,,Medium,Medium,Medium,"[""mineral""]",Beef|Cured Meat|Barbecue,0.658,"<h2>History :</h2>
<p>Chartreuse of the XVIII th. Century surrounded by vineyards planted in the center of the gravellous plateau of Saint Estèphe, the Château Laffitte Carcasset is producing wine since 1790 when Sir Joseph Laffitte, attorney of the King of France, brought the domain and created the vineyard. In 1955, the viscount Pierre de Padirac purchased the property. Since then the vineyard has expanded and many technical improvements have been brought for a good breeding of the wine.</p>
<h2>Description :</h2>
<p>Laffitte Carcasset combines the traditional method with the advanced techniques to produce the wines Fermentation is during 20 to 30 days, and the wine is in barrels<br />(30% new) for 14 months. The wine of Laffitte carcasset is typical of its appellation, both tannic and full-bodied, with the intense aroma.</p>",,2650,validated,5
WRW1370AF,WRW1370,Borie-Manoux Pauillac  Borie  Pauillac AOC,Red Wine,Collecting color data,Cabernet Sauvignon & Merlot,France,Bordeaux,Pauillac,Pauillac,2007,Borie-Manoux,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Lamb|Cured Meat,0.928,"Lightly smoky, fresh berry fruit, dry spices, the palate is on the lighter side, very fresh with tannins and a medium to long finish, quite closed at present, should get its share of bottle ageing time.",750 ml,2510,validated,5
WRW1371AF,WRW1371,Chateau Tour Sieujean  Cru Bourgeois,Red Wine,Collecting color data,"Cabernet Sauvignon, 40% Merlot",France,Bordeaux,Pauillac,Pauillac,2007,Chateau Tour Sieujean,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""oak""]",Beef|Lamb|Cured Meat,0.928,"Silver Medal Concours de Bordeaux for year of 2007. The nose is light roasted notes that get a touch of juiciness of a black currant present. The palate holds its beautiful structure not back: Rich, silky tannins help to create an expressive, harmonious and finessereichen enjoyment.",750 ml,2440,validated,5
WRW1373AF,WRW1373,Chateau Tayac  Cuvee Larauza Margaux,Red Wine,Collecting color data,"Cabernet Sauvignon, 40% Merlot, 5% Petit Verdot",France,Bordeaux,Margaux,Margaux,2007,Chateau Tayac,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""earth"",""oak""]",Beef|Lamb|Cured Meat,0.928,"An open and expressive nose of black fruits, with very subtle oak influence, and hints of forest floor and pine resin. The palate is firm but harmoniously structured, with ample fruit.",750 ml,2290,validated,5
WRW1374AF,WRW1374,Borie-Manoux  Margaux,Red Wine,Collecting color data,Cabernet Sauvignon & Merlot,France,Bordeaux,Margaux,Pauillac,2009,Borie-Manoux,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb|Cured Meat,0.928,"An attractively intense crimson to the eye. Gently aromatic, fruity aromas. Pleasant mouthfeel, fruity, flavorful, with a soft/gentle texture. Aromatic and savory finish, without any hardness. A well-crafted wine.",750 ml,2850,validated,5
WRW1375AF,WRW1375,Chateau Pontac Lynch  Cru Bourgeois,Red Wine,Collecting color data,Cabernet Sauvignon & Merlot,France,Bordeaux,Margaux,,2010,Chateau Pontac Lynch,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""oak""]",Beef|Lamb|Cured Meat|Soft Cheese,0.916,"A controlled maturation and a well ripe grapes’ picking are all the recipe of the excellent and elegant Château Pontac-Lynch. It is a fruits’ explosion in the nose and also in the mouth. Nice volume on the palate, soft tannins, long finish. The most feminine wine of our range, typical Margaux.",750 ml,4679,validated,5
WRW1377AF,WRW1377,Chateau Moulin Du Terrier,Red Wine,Ruby red.,Bordeaux Blends.,France,Bordeaux,,,Current vintage,Chateau Moulin Du Terrier,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""oak""]",Beef|Lamb|Cured Meat,0.916,"A blend of Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot, it is a beautiful example of a Bordeaux wine. Flavours of ripe cherry, plum and cassis with a little bit of oak influence. It is medium bodied, well structured with fine ripe tannins and a lingering finish.",750 ml,859,validated,5
WRW1378AF,WRW1378,Chateau La Fagnouse  Saint-Emilion Grand Cru,Red Wine,Collecting color data,Merlot 70% Cabernet Franc 30%,France,Bordeaux,Saint-Émilion,,2013,Chateau La Fagnouse,"Merlot, Cabernet Franc",Full,High,High,"[""fruit"",""spice"",""oak"",""floral""]",Beef|Lamb|Cured Meat|Pasta,0.916,"A silky attack and a fleshy structure balanced and lively, on savory tannins and aromas reminding of flavors experienced nose. Good length.",750 ml,2150,validated,5
WRW1380AF,WRW1380,Chateau Puy Blanquet  Saint-Emilion 2008,Red Wine,,Merlot And Cabernet Franc,France,Bordeaux,Saint-Émilion,,2008,Chateau Puy Blanquet,"Merlot, Cabernet Franc",Full,Medium,Medium,,Beef|Lamb|Cured Meat,0.916,"This has always been considered one of the best Grand Cru of Saint Emilion. The current guv'nor, Roger Jacquet, gets advice from the Petrus owners and it shows in this wine's consistent class vintage to vintage. Mellow and soft already, like a melting Turkish Delight. Sticky fingers, indeed.",750 ml,2580,validated,5
WRW1387AF,WRW1387,Chateau Nenin Pomerol  2008,Red Wine,,"Merlot, 25% Cabernet Franc, 5% Cabernet Sauvignon",France,Bordeaux,Pomerol,Pomerol,2008,Chateau Nenin,"Merlot, Cabernet Franc",Full,Medium,Medium,"[""fruit"",""floral"",""mineral""]",Beef|Lamb|Cured Meat|Soft Cheese,0.928,"89 Points in Wine Advocate. ""This structured Pomerol reveals classic sweet cherry and kirsch liqueur-like notes intermixed with hints of minerals and flowers. Lovely ripeness, medium body, and a restrained but noble style suggest it will drink well for 10-15 years. Also tasted: 2004 Fugue de Nenin (86) """,750 ml,6009,validated,5
WRW1389BN,WRW1389,Chateau La Conseillante  Pomerol 2018,Red Wine,,,France,Bordeaux,Pomerol,Pomerol,2018,Chateau La Conseillante  Pomerol,"Merlot, Cabernet Franc",Full,High,High,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Hard Cheese,0.899,"The 2018 La Conseillante is composed of 83% Merlot and 17% Cabernet Franc, with a 3.65 pH and 14% alcohol. Deep garnet-purple colored, it needs a lot of swirling and coaxing to lure out the youthfully shy, incredible perfume of black raspberries, boysenberries, ripe plums and cinnamon toast, leading to notions of lilacs, clove oil and forest floor, plus a waft of iron ore. The medium to full-bodied palate is a jaw-dropping exercise in finesse, slowly unfurling in the mouth to reveal layer upon layer of bright, crunchy red and black fruits, supported by a rock-solid frame of firm, fine-grained tannin's and tons of freshness, finishing long and with an impressive mineral and exotic spice firework display. It's an incredible expression of Pomerol that cannot fail to inspire a resounding ""WOW"" from whoever is fortunate to drink it. Tempting to broach now (albeit with a lot of air), try to keep your hands off it for a good 5 years and then drink it over the next 30 years or more.",,13229,validated,5
WRW1390AF,WRW1390,Chateau L'Evangile  Pomerol 2015,Red Wine,Deep garnet-purple in color.,,France,Bordeaux,Pomerol,Pomerol,2015,Chateau L'Evangile  Pomerol,"Merlot, Cabernet Franc",Full,High,High,"[""oak"",""floral""]",Beef|Lamb|Hard Cheese,0.899,"Deep, dense colour with glints of violet. Very expressive nose with black fruit and subtle notes of toast. On the palate, the attack is powerful, dense and structured. The mid-palate is full-bodied, with a fine, well-balanced tannic structure. The finish has plenty of volume with superbly ripened tannins, while remaining elegant and refined, thanks to the quality of the grapes of this exceptional vintage.",,17979,validated,5
WRW1392AF,WRW1392,Chateau Maillard  Graves Rouge,Red Wine,Collecting color data,"Merlot 80%, Cabernet Franc 10%, Cabernet Sauvignon 10%",France,Bordeaux,Graves,Graves,Current vintage,Chateau Maillard,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""earth"",""oak"",""mineral""]",Beef|Lamb|Cured Meat|Pasta,0.868,"A classic Graves Rouge from Château Maillard, built on 80% Merlot with Cabernet Franc and Cabernet Sauvignon lending structure. Expect deep blackcurrant, cedar, and tobacco aromas, a mineral, stony palate with fine-grained tannins, and a lingering, freshly earthy finish.",750 ml,859,validated,5
WRW1393AF,WRW1393,Chateau Baret  Pessac-Leognan,Red Wine,Collecting color data,"Merlot, Cabernet Franc, Cabernet Sauvignon",France,Bordeaux,Graves,,2010,Chateau Baret,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""herbal"",""oak""]",Beef|Lamb|Cured Meat,0.916,"Berry and plum fruit, herbs, oak, Graves smoke and a medicinal aroma. Nicely rounded with some flesh to it, fine acidity and a rewarding firm, dry finish. Drink now-2016",750 ml,2530,validated,5
WRW1394AF,WRW1394,Chateau La Louviere,Red Wine,Collecting color data,/ Merlot 30%,France,Bordeaux,,,2013,Chateau La Louviere,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""oak""]",Beef|Lamb|Cured Meat,0.916,"Full and balanced, with elegance and structure. More of the toasty oak and berry character echoes the nose. Rich, very persistent. Ideal to accompany prime beef cuts such as fillet steak and boneless rib, as well as roast squab ; drink now and for at least twenty more years.",750 ml,2979,validated,5
WRW1396AF,WRW1396,Chateau Carbonnieux  Grand Cru Classe,Red Wine,Ruby red.,"Cabernet Sauvignon ,Merlot And Cabernet Franc",France,Bordeaux,,,2013,Chateau Carbonnieux,"Cabernet Sauvignon, Merlot",Full,High,High,,Beef|Lamb|Hard Cheese,0.916,"The red wine seduces in its first youth, then delivers all its aromas and complexity of flavor after many years of aging. With its well-balanced and silky tannins in harmony with its fruit, Château Carbonnieux’s red is a wine of great, classic character.",750 ml,3490,validated,5
WRW1406AF,WRW1406,Joseph Drouhin  Savigny Les Beaune,Red Wine,Delicate and elegant wine.,,France,Burgundy,,,2022,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""floral"",""mineral""]",Beef|Lamb,0.778,"<p>""A delicate and elegant wine. On the nose, characteristic aromas of spice and violet, mingled with wild blackberry. On the palate, refined and supple. Persistent aftertaste, with delicious and subtle flavours that linger on for quite a long time"".</p>",,3019,validated,5
WRW1407AF,WRW1407,Joseph Drouhin  Chassagne Montrachet Rouge,Red Wine,Collecting color data,Pinot Noir 100%,France,Burgundy,Chassagne-Montrachet,,2013,Joseph Drouhin,Pinot Noir,Light,High,Low,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Lamb|Soft Cheese,0.916,"""Vivid red colour. Intense and complex aromas, reminiscent of candied fruit or fruit jelly, raspberry, blackberry, and a light woody touch. As the wine ages, these aromas evolve towards subtle notes of mushroom and spices, such as nutmeg. When the wine is younger, the flavors highlight a nice framework marked by fine tannins. Long and persistent in the aftertaste, with lingering notes of candy and spice"".",750 ml,3249,validated,5
WRW1408AF,WRW1408,Joseph Drouhin  Beaune Premier Cru,Red Wine,Intense and brilliant red colour.,Pinot Noir 100%,France,Burgundy,Beaune,,2019,Joseph Drouhin,Pinot Noir,Light,High,Low,"[""spice"",""earth""]",Beef|Lamb|Soft Cheese,0.916,"<p>""Generous wine of intense and brilliant red colour, with a fleshy texture. Open and pleasant nose. The aromas, reminiscent of red fruit, humus and undergrowth, evolve with age towards touches of spice and vanilla"".</p>",750 ml,5139,validated,5
WRW1410AF,WRW1410,Joseph Drouhin  Aloxe Corton,Red Wine,Beautiful intense red colour.,,France,Burgundy,,,2022,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""earth"",""mineral""]",Beef|Lamb|Soft Cheese,0.887,"""A well-structured wine, without any hardness. Beautiful intense red colour. Powerful nose, with aromas of candied fruit, evolving with age towards spicy and musky aromas. A solid framework is felt on the palate. Long aftertaste with flavours reminiscent of the same candied fruit aromas"".",,4509,validated,5
WRW1411AF,WRW1411,Joseph Drouhin  Beaune Clos Des Mouches Premier Cru,Red Wine,Collecting color data,Pinot Noir 100%,France,Burgundy,Beaune,,2020,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Lamb|Soft Cheese,0.916,"""An exceptional wine.  Beautiful, deep-red ruby colour, with the bright sheen of great Burgundies. Intense and fresh nose for the young wines. Primary notes of red fruit dominate, such as Morello cherry (""griotte"", or wild cherry), raspberry, blackberry. There are hints of complexity with smoky flavours evolving towards liquorice.  When the wine is maturing, aromas of pepper, tobacco, humus and undergrowth appear. When drinking the wine, the first impression is always clear-cut and the texture fleshy. The body is firm without being rough, well meshed without being heavy. There is great freshness in the younger wines. With age, the wine gets rounder. It takes on ""gras"" (velvety texture) and a more precise architecture, supported by silky tannins.  It is lively and refined at the same time.  There remains a final and most pleasing sensation of harmony, fullness and delicate tannins, as the wine lingers on the palate"".",750 ml,7389,validated,5
WRW1412AF,WRW1412,Joseph Drouhin  Pommard,Red Wine,"An intense, bright, red colour.",,France,Burgundy,,,2022,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""mineral""]",Beef|Lamb|Soft Cheese,0.778,"""A great Burgundy, worthy of its reputation. An intense, bright, red colour; a powerful nose, with notes of black cherry and spice, evolving towards aromas of young leather. On the palate, the tannins give a certain impression of firmness, somewhat softened by a nice, harmonious texture. Persistent flavors in the aftertaste"".",,5339,validated,5
WRW1416AF,WRW1416,Joseph Drouhin  Morey Saint Denis,Red Wine,A beautiful ruby color,Pinot Noir 100%,France,Burgundy,Côte de Nuits,Gevrey-Chambertin,2018,Joseph Drouhin,Pinot Noir,Medium,High,Low,"[""fruit"",""spice"",""earth"",""mineral""]",Beef|Lamb|Soft Cheese,0.928,"""A really great wine, appreciated by the Burgundy connoisseur for the diversity of its aromas and flavours.It has a beautiful ruby color, a seductive nose dominated by aromas of wild cherry and spice, evolving towards leather. A certain chewiness in the mouth, with fine and noble tannins providing the structure. Ample and fruity aftertaste"".",750 ml,3609,validated,5
WRW1417AF,WRW1417,Joseph Drouhin  Gevrey Chambertin,Red Wine,"A beautiful, bright ruby colour.",Pinot Noir 100%,France,Burgundy,Gevrey-Chambertin,Gevrey-Chambertin,2013,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Soft Cheese,0.928,"""Gevrey-Chambertin is a wine with a beautiful, bright ruby colour. Intensely fruity on the nose, the aromas are reminiscent of black cherry, wild blackberry and liquorice. The woody character is subtle and marries delicately with the other aromas. As the wine evolves, there are more complex notes, such as mild spice, nutmeg and leather. Later still, mushroom and damp earth nuances make their appearance. Although present on the palate, tannin is never astringent but blends itself harmoniously with the natural freshness and ""gras"" (velvety texture) of the wine. The same aromas encountered earlier on the nose are found again in the aftertaste"".",750 ml,4599,validated,5
WRW1418AF,WRW1418,Joseph Drouhin  Nuits Saint Georges,Red Wine,Deep red colour.,Pinot Noir 100%,France,Burgundy,Côte de Nuits,Nuits-Saint-Georges,2013,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Soft Cheese,0.892,"Joseph Drouhin's Nuits-Saint-Georges is a classic Côte de Nuits Pinot Noir delivering powerful yet elegant aromas of cherry, blackberry, and cedar, with a beautifully balanced palate of silky structure, lingering fruit syrup richness, and gentle spice on the finish.",750 ml,5789,validated,5
WRW1419AF,WRW1419,Joseph Drouhin  Chambolle Musigny,Red Wine,Collecting color data,Pinot Noir 100%,France,Burgundy,Chambolle-Musigny,,2008,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""earth"",""floral"",""mineral""]",Beef|Lamb|Soft Cheese,0.916,"""Fine lace and silk are the words most often associated with this wine. Bright, intense colour and complex aromas evoking violet, black cherry and damp earth. According to the vintages, there are also notes of truffle and game. Refined tannins coat the palate. Good balance between texture and acidity. Long aftertaste, with notes of cherry and candied fruit"".",750 ml,5219,validated,5
WRW1420AF,WRW1420,Joseph Drouhin  Vosne Romanee,Red Wine,Collecting color data,Pinot Noir 100%,France,Burgundy,,Nuits-Saint-Georges,2015,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Soft Cheese,0.928,"""Supreme elegance! Beautiful colour, with intense and bright reflections. The diversity of the aromas is striking: wild cherry, nutmeg, camphor wood, fine leather...Later on, the wine takes on a subtle aroma of truffle, producing the most varied palette. With its perfect balance between tannin and acidity, the wine has a fleshy, sturdy body. Powerful and long aftertaste. A wealth of harmonious sensations characterizes this great Burgundy"".",750 ml,5669,validated,5
WRW1421AF,WRW1421,Joseph Drouhin  Clos Saint Denis Grand Cru,Red Wine,Deep ruby red colour.,Pinot Noir 100%,France,Burgundy,Saint-Véran / Viré-Clessé,,2014,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Hard Cheese,0.916,"""Deep ruby red colour. On the nose, aromas of ripe cherry, lightly spiced up by a touch of cigar and exotic wood. With age, the aromas take on animal or gamey notes. The best time to drink a Clos Saint Denis is when the wine is mature (5 to 10 years of age, depending on the vintages) in order to enjoy the perfect harmony that exists between acidity, ""gras"" (velvety texture) and tannin. A lingering aftertaste of candied fruit is characteristic of this delicious wine"".",750 ml,11669,validated,5
WRW1422AF,WRW1422,Joseph Drouhin  Clos De La Roche Grand Cru,Red Wine,A beautiful deep ruby.,Pinot Noir 100%,France,Burgundy,,,2017,Joseph Drouhin,Pinot Noir,Medium,High,Medium,"[""spice"",""earth"",""mineral""]",Beef|Lamb|Hard Cheese,0.916,"""A sumptuous wine ! The colour is a beautiful deep ruby. The nose is complex and brings to mind black cherries, with subtle notes of musk and cigar. The tannins seem coated by the velvety texture of the wine. The length of the aftertaste is exceptional: note of spices and candied fruit linger forever in the mouth. This wine gives a marvelous sensation of harmony and plenitude"".",750 ml,13169,validated,5
WRW1429AD,WRW1429,Nederburg  Manor House Cabernet Sauvignon,Red Wine,Dark ruby,Cabernet Sauvignon,South Africa,Western Cape,,,2011,Nederburg,Cabernet Sauvignon,Full,Medium,High,"[""fruit"",""spice"",""oak""]",Beef|Lamb|Cured Meat|Hard Cheese,0.916,"Ripe blackberry and currant, mocha and a hint of oak spices with firm, but supple tannins. A well-structured wine with a lush and roundmouthfeel.",750 ml,2440,validated,5
WRW1436AD,WRW1436,Caliterra  Edicion Limitada A,Red Wine,Collecting color data,,Chile,Central Valley,,,2023,Caliterra,"Malbec, Carmenère",Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Spicy Food|Pasta,0.778,"This wine has a deep cherry-red color with bluish nuances. Fresh aromas of forest fruits stand out on the nose along with spicy notes, black pepper,and tobacco leaf, complemented by elegant hints of coffee. The palate offers impressive elegance and volume. Barrel aging also lends finesse and persistence that promise tremendous aging potential.",,1809,validated,5
WRW1439AD,WRW1439,Prego  Montepulciano d'Abruzzo DOC,Red Wine,Collecting color data,Montepulciano D’ Abruzzo.,Italy,Abruzzo,Montepulciano d’Abruzzo,,Current vintage,Prego,Montepulciano,Full,High,High,"[""fruit""]",Beef|Pasta,0.916,"A fresh medium bodied red wine with velvety fruit and soft tannis. Ripe berry fruit taste. Enjoy drink with pasta, fish in sauce, white meats cheeses and spicy food.",750 ml,650,validated,5
WRW1457AF,WRW1457,Chateau Mouton Rothschild  2007 (Premiers Crus),Red Wine,An intense garnet hue with glittering highlights.,Cabernet Sauvignon 81% Merlot 19%,France,Bordeaux,Pauillac,Pauillac AOC,2007,Chateau Mouton Rothschild,"Cabernet Sauvignon, Merlot",Full,High,High,"[""spice"",""herbal"",""floral"",""mineral""]",Beef|Lamb|Hard Cheese,0.91,"Château Mouton Rothschild 2007 is a masterful Pauillac Premier Cru from a carefully tended vintage, delivering a seamlessly structured wine of garnet depth, with aromas of vanilla, bitter almond, nutmeg, and mineral nuance, finishing long with spice and very ripe fruit.",750 ml,30329,validated,5
WRW1466AF,WRW1466,Heitz Cellar  Martha's Vineyard Cabernet Sauvignon,Red Wine,Intense red.,Cabernet Sauvignon 100%,USA,Napa,Napa Valley,Oakville,2016,Heitz Cellar,Cabernet Sauvignon,Full,High,High,"[""fruit"",""spice"",""herbal"",""oak""]",Beef|Lamb,0.93,"From the historic Martha's Vineyard site in Oakville, this iconic Heitz Cellar Cabernet Sauvignon — Wine Spectator's #3 Wine of 2021 — delivers wild black fruit, eucalyptus, and polished tannins with the structure to age gracefully for two decades and beyond.",750 ml,15800,validated,5
WRW1469AB,WRW1469,Sutter Home  Merlot,Red Wine,Ruby red.,Merlot 100%,USA,California,,,N/V,Sutter Home,Merlot,Full,Medium,High,"[""fruit"",""spice"",""oak""]",Beef|Lamb|Cured Meat|Pasta,0.916,"Fresh and smooth with black cherry flavors and hints of smoke and spice, this wine with moderate tannins is your easygoing, low-maintenance friend for life. Perfect with tomato-based pastas, chicken, beef, lamb, and pizza.",750 ml,830,validated,5
