sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,desc_en_full,bottle_size,price,validation_status,enrichment_priority,quality_score_total,score_completeness,score_description,score_taxonomy,score_consistency,score_enrichment,scope,missing_fields,issues
WRW4266DJ,WRW4266,Bret Brothers  Morgon  Fleurie “Grand Pre” (Magnum) (1.5 L),Red Wine,Ruby red,,France,Burgundy,,,,Bret Brothers,Pinot Noir,Medium,High,Low,"[""earth""]",Beef|Lamb|Hard Cheese,0.857,"This magnificent parcel, located at the heart of 14 hectares of organic vines, at mid-slope, looks at the rising sun. The granite soils are not humid like the clays of the Mâconnais, and yet they are full of life. Such a delicate perfume is emitted from from this lovingly-worked plot. For all seasoned gamay-lovers, or those who simply wish to rediscover this great cru – considered up until the 2nd World War as a jewel of Burgundy.","This magnificent parcel, located at the heart of 14 hectares of organic vines, at mid-slope, looks at the rising sun. The granite soils are not humid like the clays of the M&acirc;connais, and yet they are full of life. Such a delicate perfume is emitted from from this lovingly-worked plot. For all seasoned gamay-lovers, or those who simply wish to rediscover this great cru &ndash; considered up until the 2nd World War as a jewel of Burgundy.",,4289,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4280AD,WRW4280,De Bortoli  DB Family Selection Cabernet Sauvignon,Red Wine,Deep burgundy with cherry red hues,Cabernet Sauvignon,Australia,Burgundy,,,,De Bortoli,Cabernet Sauvignon,Full,Medium,High,"[""fruit"",""spice"",""herbal"",""oak""]",Beef|Lamb|Cured Meat|Hard Cheese,0.847,"<p>Deep burgundy with cherry red hues. Blackberries, plum and an underlying cedar, nutmeg and cinnamon nuances. Aromas carry through onto the palate with plum and fruit cake being enhanced by the subtle minty notes. The vanilla undertones coupled with the ripe tannins give this wine depth and length of flavour.</p>","<div class=""prod-desc"">
<p>WINEMAKER NOTES</p>
<p>Fruit was selected by the winemaker and picked when both flavour and tannins were optimum. Cold soaked and fermented over seven days. Cool temperatures of 22.0-25.0&deg;C maintained to retain vibrant fruit.</p>
</div>",,629,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4292BU,WRW4292,Jacob's Creek  Classic Shiraz (750 ml),Red Wine,Deep purple,Syrah,Australia,Barossa,,,,Jacob's Creek,Syrah,Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Lamb|Spicy Food,0.916,"<p>Spicy yet velvety with vibrant cherries and a backdrop of cedery oak.</p>
<p>Wine Score : 88 POINTS, Jane Faulkner - winecompanion.com (Aug-18)</p>
<p>Award : DOUBLE GOLD, Tasters Guild International 2018</p>","<div class=""prod-desc"">
<p>100% Shiraz wine, with the smoothness and balance. Represent the essence of Barossa, with bold flavors, ripe tannins, and satisfying long finish. Drinkable with red meat and hard cheese. Guaranteed with 3 gold medal from wine and spirits competition in 2013 - 2014, for the great taste and accessible.</p>
<p>Aroma</p>
<p>Plum, Licorice, Vanilla, Chocolate</p>
<p>Taste</p>
<p>Dry and almost medium tannin medium to high body with medium finish</p>
<p>Complimentary</p>
<p>Pairing recommend with grilled beef, lamb and hard cheese</p>
<p>THE STORY OF JACOB CREEK</p>
<p>Jacob Creek from Australia In 1847, along with the banks of Jacob’s Creek, Johann Gramp planted his first vineyard. His vision was to create great tasting wines that reflect the true character of the grapes and the land. To this day we live and breathe this vision by producing wines that showcase how each grape variety expresses itself when shaped by the soil and the sun of Australia.</p>
<p>Awarded with 3 gold medals from international wine and spirits competition. Such as, 2014 WSA Wine Challenge, 2013 China Wine & Spirits Awards and 2014 Pacific Rim International Wine Competition.</p>
</div>",,545,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4565GC,WRW4565,Chateau Meyre  Cru Bourgeois Haut-Medoc,Red Wine,A beautiful deep black color,,France,Bordeaux,,Margaux,,First Cru Bourgeois Organic,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit""]",Beef|Lamb|Cured Meat,0.83,"First Cru Bourgeois Organic, on the Haut Medoc Chateau Meyre is the quintessence of wine production, from the 18th century 1876. The current owners have magnified the wine with the choice of Organic farming. This is a firm wine whose tannins are a fine sheen laced over the ripe fruits, the wine has structure and juicy blackberry flavors laced with acidity. Medium. Balance and Elegant Wine.","<div class=""prod-desc"">
<p>Chateau Meyre  Cru Bourgeois Haut Medoc</p>
<p>Wine Consulting: Eric Boissenot, One of most Famous Oenologist of Lafite, Mouton, Margaux, Palmer Pracha Hetrakul in 1998 making him the First Thai Owner.</p>
<p>First Cru Bourgeois Organic, on the Haut Medoc Chateau Meyre is the quintessence of wine production, from the 18th century 1876. The current owners have magnified the wine with the choice of Organic farming. This is a firm wine whose tannins are a fine sheen laced over the ripe fruits, the wine has structure and juicy blackberry flavors laced with acidity. Medium. Balance and Elegant Wine.</p>
<p>Rating : 88 points Wine Enthusiast / Decanter World Wine Awards Bronze Medal</p>
</div>",,1289,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4644CH,WRW4644,Yellow Tail  Cabernet Sauvignon,Red Wine,Ruby red,Cabernet Sauvignon,Australia,South Eastern Australia,,,,Yellow Tail,Cabernet Sauvignon,Full,Medium,Medium,"[""fruit"",""spice"",""herbal"",""oak"",""floral""]",Beef|Cured Meat|Barbecue,0.811,"Yellow Tail Cabernet Sauvignon is an approachable, fruit-forward Australian red brimming with cassis, mulberry, and crushed herbs, backed by soft oak and feathery tannins — easy to enjoy now yet capable of rewarding a few years in the cellar.","<div class=""prod-desc""><p>Few brands have done more to introduce the world to Australian wine than <strong>Yellow Tail</strong>, and its <strong>Cabernet Sauvignon</strong> remains the flagship expression of that mission — honest, generous, and instantly likeable. Sourced from warm-climate vineyards across South Eastern Australia, the wine is crafted to showcase everything the <strong>Cabernet Sauvignon</strong> grape does best: concentrated fruit, a natural herbal edge, and a structure that never feels intimidating.</p><p>In the glass, expect a deep ruby colour that signals the wine's ripe, concentrated character. The nose leads with <strong>blackcurrant (cassis) and mulberry</strong>, brightened by a lift of violets and underscored by crushed green herbs — that classic Cabernet eucalyptus note that speaks unmistakably of Australian terroir. A whisper of cracked black pepper and subtle vanilla oak round out a bouquet that is both inviting and layered.</p><p>On the palate, the wine is <strong>full-bodied yet soft</strong>, with medium acidity keeping everything fresh and feathery tannins that allow the fruit to glide through to a long, smooth finish. The winemaking team at Yellow Tail has deliberately preserved concentration and texture, giving this everyday bottle a seriousness that belies its accessible price point.</p><p>Pour this alongside a <strong>pepper-crusted scotch fillet</strong>, a slow-cooked lamb shank, or a platter of cured meats straight off the barbecue. It handles bold flavours with ease, making it the kind of bottle that disappears quickly at a casual dinner or weekend cookout.</p></div>",,599,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4700DD,WRW4700,The Old Town  South African Dry Red (Fruit wine blend),Fruit Wine,Deep Purple.,,South Africa,Western Cape,,,Current vintage,The Old Town,,Medium,Medium,Medium,"[""earth"",""oak""]",Beef|Lamb|Cured Meat,0.857,"<p><strong><span style=""color: #ff0000;"">*Minimum Qty Allowed in Shopping Cart 6 Bottles.</span></strong></p>
<p>Deep purple,meagenta colours,Well balanced with hints of black currant,chocolate,tobacco rounded tannin.</p>","Deep purple,meagenta colours,Well balanced with hints of black currant,chocolate,tobacco rounded tannin.",750 ml,300,validated,2,82,32,15,20,5,10,wine,grape_variety,"desc_en_short too long (> 200 chars); Vintage not clean 4-digit year: ""Current vintage"""
WRW4779BN,WRW4779,Argiano  Rosso di Montalcino,Red Wine,Ruby red,,Italy,Tuscany,,,,Argiano,Sangiovese,Full,High,High,"[""earth""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.658,"Rosso di Montalcino, made with 100% Sangiovese grapes like Brunello, is another expression of the tradition and terroir of Montalcino. Argiano's Rosso di Montalcino has a noble pedigree and is produced with the grapes grown in the Sangiovese vineyards that extend around the estate. The grape-variety is Sangiovese Grosso, a selected clone which has adapted perfectly to the soil at Argiano; this wine receives the same care and attention devoted to the Brunello, from vineyard management to bottling.","<div class=""prod-desc""><p>Rosso di Montalcino, made with 100% Sangiovese grapes like Brunello, is another expression of the tradition and terroir of Montalcino. Argiano's Rosso di Montalcino has a noble pedigree and is produced with the grapes grown in the Sangiovese vineyards that extend around the estate. The grape-variety is Sangiovese Grosso, a selected clone which has adapted perfectly to the soil at Argiano; this wine receives the same care and attention devoted to the Brunello, from vineyard management to bottling.</p></div>",,1419,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4832AD,WRW4832,"Vigneti del Salento  ""ZOLLA"" Malvasia Nera Solento IGP",Red Wine,Wine ruby ​​red color with garnet reflections.,,Italy,Piedmont,,,,Vigneti Del Salento,Malvasia,Full,Medium,Medium,"[""spice""]",Beef|Cured Meat|Soft Cheese|Pasta,0.887,"very intense ruby red colour, intense and inviting, with hints of cherries, enriched with pleasant notes of cloves. Full-bodied wine, pleasantly soft at first, complex, it strikes with its remarkable freshness.","<div class=""prod-desc"">
<p>This is the new solo venture in Puglia of the Farnese group (responsible for Gran Sasso, Zabu, Vesevo, Tufarello and others). The wines were made at two wineries in the province of Taranto on the western flank of Salento. The style of the wines - fresh whites, soft and generous reds - will be familiar to those who buy their other wines, as winemaker Filippo Baccalaro is the driving force behind this new label. Filippo, a native of Piemonte, has been working in Puglia for almost two decades. He was attracted by the rich, ripe flavours of the fruit, and the ability to capture these flavours with minimal use of technology and a lot of know-how. Filippo has the latter, as is illustrated by these wines. The star wines are, of course, those made from native grapes like Verdeca, Negroamaro and, of course, Primitivo.</p>
</div>",,785,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4861BN,WRW4861,Ronan by Clinet  Bordeaux AOC Red,Red Wine,brilliant ruby,,France,Bordeaux,,,,Ronan by Clinet,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""spice"",""floral""]",Beef|Lamb|Cured Meat|Pasta,0.847,"<p>Ronan by Clinet Bordeaux Redpresents a brilliant ruby appearance. Its nose is aromatic with hints of cherry, raspberry and blackcurrant, enlivened with sweet pepper. The fruity freshness of the bouquet is equally complemented by floral hints (blueberry flowers).</p>","<div class=""prod-desc"">
<p>Ronan by Clinet Bordeaux Redpresents a brilliant ruby appearance. Its nose is aromatic with hints of cherry, raspberry and blackcurrant, enlivened with sweet pepper. The fruity freshness of the bouquet is equally complemented by floral hints (blueberry flowers).</p>
</div>",,999,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4904AA,WRW4904,Poggio Al Tesoro - (Bolgheri)  IL Seggio DOC,Red Wine,Ruby Red,,Italy,Tuscany,,,,Poggio Al Tesoro,Petit Verdot,Medium,Medium,Medium,"[""oak"",""mineral""]",Beef|Soft Cheese|Pasta,0.818,This wine is intense ruby red in colour with aromas of fresh crunchy red berries enriched with mineral and spicy notes. The red fruit follows onto the palate which is medium bodied with elegant silky tannins and a lively clean finish.,"<div class=""prod-desc"">
<p>In a Nutshell</p>
<p>A fantastic addition featuring a touch of Petit Verdot.</p>
<p>Tasting Notes</p>
<p>This wine is intense ruby red in colour with aromas of fresh crunchy red berries enriched with mineral and spicy notes. The red fruit follows onto the palate which is medium bodied with elegant silky tannins and a lively clean finish.</p>
<p>Production Notes</p>
<p>Following destemming and gentle pressing to partially rupture the berries, fermentation took place over 12 days in temperature controlled stainless steel tanks at 28-30&deg;C. The wine was then aged for 15 months in 225 litre French oak barrique from Allier (30% new, 70% second fill) during which time malolactic fermentation occurred naturally.</p>
</div>",,1885,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW4915AA,WRW4915,Damilano  Dolcetto D' Alba DOC,Red Wine,Ruby Red,,Italy,Piedmont,,Barolo,,Damilano,Dolcetto,Medium,Low,Medium,"[""fruit""]",Beef|Lamb|Cured Meat|Pasta,0.83,"Dolcetto d’Alba Doc is a ruby-colored wine with reflections of blackberry and purple, a harmonic and pleasantly dry flavor, as well as an almond finish, with a delightful, fruity and distinguished aroma.","<div class=""prod-desc"">
<p>Damilano is one of the oldest wineries in Barolo. The family business dates back to 1890 when Giuseppe Borgogno started cultivating and producing wine from the grapes from his own vineyards. Giuseppe  improved the general quality of the vinification system and of the wines, turning the winery into a ""jewel"" of the Langhe area. In 1997 Giuseppe passed the winery on to his grandchildren Paolo, Mario and Guido. Together, they are working to keep and improve the level of the quality of the Damilano wines.</p>
<p>Tasting Notes</p>
<p>Dolcetto d'Alba Doc is a ruby-colored wine with reflections of blackberry and purple, a harmonic and pleasantly dry flavor, as well as an almond finish, with a delightful, fruity and distinguished aroma.</p>
</div>",,1085,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5015AD,WRW5015,Concha Y Toro  Casillero Del Diablo Reserva Privada Cabernet Sauvignon,Red Wine,"Deep, bright, intense ruby-red.",Cabernet Sauvignon,Chile,Maipo,,,,Concha y Toro,Cabernet Sauvignon,Full,Medium,Medium,"[""fruit"",""earth""]",Beef|Cured Meat|Hard Cheese|Barbecue,0.916,"<p>87 points in Wine Enthusiast - ""Cherry cough-drop and menthol aromas don't hold up to intense scrutiny. On the palate, this smacks hard with acidity, tannins and weight. Shrill black-plum and black-currant flavors finish with tough, drying tannins.""</p>","<div class=""prod-desc"">
<p>This Cabernet Sauvignon comes from the renowned Maipo Valley at the foot of the Andes Mountains. Stony soils with very good drainage combined with a Mediterranean climate influenced by the mountains give rise to a superior quality wine with tremendous structure and elegance.</p>
</div>",,959,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5020AD,WRW5020,Catena Zapata  Malbec Argentino,Red Wine,A saturated dark violet color with ruby reflections,Malbec,Argentina,Mendoza,Luján de Cuyo / Valle de Uco,,,Catena Zapata,Malbec,Full,Low,Medium,"[""fruit"",""earth"",""oak""]",Beef|Lamb|Hard Cheese|Barbecue,0.835,"Catena Zapata's Malbec Argentino is a landmark expression of high-altitude Argentine Malbec, weaving together cold maceration, whole-cluster complexity, and 15–18 months in French oak into a wine of remarkable depth, dark fruit richness, and earthy elegance.","<div class=""prod-desc""><p>Few producers have done more to define Argentine Malbec on the world stage than <strong>Catena Zapata</strong>, the Mendoza estate whose relentless pursuit of altitude has reshaped the category entirely. <strong>Malbec Argentino</strong> is a celebration of the grape's extraordinary journey — from its origins along the banks of the Lot River in <strong>Cahors, France</strong>, through the devastation of phylloxera in the Old World, to its triumphant renaissance in the high-altitude vineyards of <strong>Mendoza's Luján de Cuyo and Valle de Uco</strong>. The wine's striking label — depicting four female figures including Eleanor of Aquitaine and Adrianna Catena herself — tells this ten-century story in vivid symbolic form.</p><p>In the cellar, winemaker <strong>Alejandro Vigil</strong> employs an extended cold maceration of up to ten days at below 10°C, incorporating 10–30% whole clusters to preserve aromatic lift and structural complexity. Fermentation runs for up to 28 days, with total maceration reaching nearly 40 days for maximum depth and texture. The wine is then aged for <strong>15–18 months in French oak</strong> — a mix of first, second, and third-fill barrels — integrating oak seamlessly without overwhelming Malbec's inherent fruit character.</p><p>In the glass, expect a deep violet core with aromas of ripe plum, black cherry, dried violets, and a whisper of graphite-laced earth. The palate is full-bodied yet structured, with rounded tannins and a finish that lingers with dark chocolate and subtle cedar notes. Pour this alongside a prime Argentine <strong>asado</strong>, grilled lamb shoulder, or an aged <strong>Manchego</strong> for a pairing that honours the wine's cross-continental heritage.</p></div>",,3699,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5024AD,WRW5024,Wolf Blass  Gold Label Coonawarra Cabernet Sauvignon,Red Wine,"Dark crimson with a brilliant, vibrant hue.",Cabernet Sauvignon,Australia,Coonawarra,,,,Wolf Blass,Cabernet Sauvignon,Medium,Medium,Medium,"[""fruit"",""earth"",""oak""]",Beef|Cured Meat|Barbecue,0.916,"<p>A generous, medium to full bodied, smoothly textured palate with intense varietal and regional flavors of red berries, mulberry, dark chocolate and ripe blackcurrant. Moderate use of new French oak and gentle maturation has contributed subtle oak influences, which are beautifully integrated and harmonious, adding to the superb balance shown in this wine.</p>","<div class=""prod-desc"">
<p>To create the Wolf Blass Gold Label collection, our winemakers select the definitive varieties of the very best South Australian wine regions to produce a range of progressive, elegant wines that showcase both regional and varietal excellence. Sourced from vineyards located on the distinguished, well-drained terra rossa soils of Coonawarra, known for growing complex, elegant and intensely flavoured Cabernet Sauvignon. Vineyard batches were crushed and destemmed separately, then fermented in small open fermenters for 7 to 10 days, with a mix of plunging and gentle pumping over used to optimise extraction of flavour, colour and tannin.</p>
</div>",,895,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5076AC,WRW5076,De Stefani  Cabernet Sauvignon,Red Wine,Intense ruby colour.,Cabernet Sauvignon,Italy,Veneto,Piave,Piave DOC,,De Stefani,Cabernet Sauvignon,Full,Medium,Medium,"[""earth""]",Beef|Cured Meat|Barbecue,0.811,"From old vines rooted in the clay soils of the Piave DOC, De Stefani's Cabernet Sauvignon delivers an intense ruby pour with ripe red and wild fruit aromas, a smooth full body, and a pleasantly spicy finish — a classically structured Italian Cabernet built for the table.","<div class=""prod-desc""><p>De Stefani is one of the defining estates of the <strong>Piave DOC</strong> in northeastern Italy's Veneto region, a territory long celebrated for producing Cabernet Sauvignon of genuine character and regional identity. The family's vineyards are planted on <strong>clay-rich soils</strong> that stress the vines just enough to concentrate flavour, and the estate draws on the advantage of <strong>old vine material</strong> to achieve a natural balance of ripeness without the need for intervention at harvest.</p><p>In the glass, this <strong>Cabernet Sauvignon</strong> opens with a deep, intense ruby colour and a welcoming bouquet of ripe red fruit — think black cherry and cassis — layered with notes of wild berry and a subtle earthen undercurrent. The palate is full-bodied yet polished, with tannins that are firm but well-integrated, medium acidity providing freshness, and a finish that lingers with fruity and gently spicy complexity. It is the kind of everyday Italian red that punches well above its price point.</p><p>This wine is made for the dinner table. Pour it alongside a slow-braised beef ragù over <strong>tagliatelle</strong>, a Sunday roast, or grilled bistecca. It is equally at home with cured charcuterie boards or hearty barbecued meats — anywhere bold, savoury flavours need a confident red to match them step for step.</p></div>",,1159,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5106AA,WRW5106,Brancaia  Chianti Classico Riserva DOCG,Red Wine,An intense ruby red in color.,,Italy,Tuscany,,Chianti Classico,,Brancaia,Sangiovese,Full,High,High,"[""oak""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.83,"Brancaia Chianti Classico Riserva is produced from the best Sangiovese grapes from Brancaia and Poppi and then blended with a touch of Merlot. The wine ages 16 months in French oak barrels - half of them are new - and matures for a few months in the bottle, prior to release.","<div class=""prod-desc"">
<p>Brancaia Chianti Classico Riserva is produced from the best Sangiovese grapes from Brancaia and Poppi and then blended with a touch of Merlot. The wine ages 16 months in French oak barrels - half of them are new - and matures for a few months in the bottle, prior to release.</p>
</div>",,2125,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5113BS,WRW5113,Marchesi Di Barolo  Barolo di Barolo DOCG,Red Wine,Garnet red with ruby reflections.,,Italy,Piedmont,,Barolo,,Marchesi di Barolo,Nebbiolo,Full,High,High,"[""spice"",""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb|Soft Cheese|Barbecue|Pasta,0.814,"The colour is garnet red with ruby nuances. The aroma is intense and persistent, with clear scents of spices, cinnamon, absinthe, tobacco and dog rose. Full and elegant taste, with soft and enveloping tannins. The spicy and woody notes merge perfectly together.","Barolo di Barolo

The grapes that contribute to the production of this particular Barolo cuvée come exclusively from the estate’s ""Historical Crus"" vineyards. They are located in the municipality of Barolo on sloping hills made up of calcareous clay interspersed with compact layers of grey sandstone and covered with quartz sand and fine silt. Nebbiolo is the quintessential eclectic grape that extracts many mineral nutrients from the compact clay and limestone soil, enriching its structure. At the same time, it takes on the fragrant and spicy aromas from the loose sand and silt soil. The goal is to obtain the best cuvée possible by harmoniously synthesizing the vintage’s many characteristics, taking into account the climatic trends and Nebbiolo’s overriding personality, which are based on the microclimate and the quality of the soil of each single vineyard.

Initially, the wine ages in small oak barrels then it is blended in the traditional big Slavonian oak barrels, making it harmonious and well-balanced, and enhancing the elegance of the bouquet. Before going onto the market, the wine completes its fining in the bottle for a few months. Barolo del Comune di Barolo reaches maturity 3 years after being harvested and the peak condition is when it is 30 years old.",,3089,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5126AA,WRW5126,"Ceretto  Nebbiolo d' Alba ""Bernardina"" BIO DOC",Red Wine,An intense ruby red color.,Nebbiolo,Italy,Piedmont,,Barolo,,The Monsordo,Nebbiolo,Full,High,High,"[""earth"",""oak""]",Beef|Lamb|Soft Cheese|Barbecue|Pasta,0.899,"The Monsordo-Bernardina estate is one of the places in Alba more suited to the production of great Nebbiolo. While on the border of the Barolo zone, soils and climate, for technical reasons, was not allowed inside the protected area from the prestigious designation. Today the vineyards around the historic farmhouse provide high quality grapes. Fermentations in stainless steel and ageing in old wood produces wines of great expressive potential, complex and long-lived, protected by D.O.C. Nebbiolo d'Alba.","<div class=""prod-desc"">
<p>The Monsordo-Bernardina estate is one of the places in Alba more suited to the production of great Nebbiolo.</p>
<p>While on the border of the Barolo zone, soils and climate, for technical reasons, was not allowed inside the protected area from the prestigious designation. Today the vineyards around the historic farmhouse provide high quality grapes.</p>
<p>Fermentations in stainless steel and ageing in old wood produces wines of great expressive potential, complex and long-lived, protected by D.O.C. Nebbiolo d'Alba.</p>
</div>",,1655,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5160DH,WRW5160,Odfjell  Orzada Cabernet Sauvignon,Red Wine,Ruby red.,Cabernet Sauvignon,Chile,Maipo Valley,,,,Odfjell,Cabernet Sauvignon,Full,Medium,High,"[""oak""]",Beef|Lamb|Cured Meat|Hard Cheese,0.847,"A classic expression of the Maipo Valley for the “king of grapes”. Fermented with native yeasts, minimal intervention, and aged in new and used barrels. This wine is a perfect combination of fruit and oak. The grapes come from a cooler sector in Padre Hurtado, Maipo Valley, which guarantees that the grapes reach a perfect ripeness for producing a traditional, complex, and elegant wine that truly respects Odfjell’s style.","<div class=""prod-desc"">
<p>Orzada is the Spanish word for “sailing into the wind”. This series of quintessentially Odfjell wines showcases our passion for innovation with wines crafted with fruit selected from specific old vines in our organic and biodynamic vineyards.</p>
</div>",,1379,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5161DH,WRW5161,Chateau Tenein  Bordeaux Superieur,Red Wine,An attractive deep red colour.,,France,Bordeaux,,,,Chateau Tenein,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Cured Meat,0.847,"<p>AOC Bordeaux Sup&eacute;rieur. This wine is produced on Tenein clayey-limestone soils. Ch&acirc;teau Tenein is aged in barrels.</p>
<p>This wine is rich, complex, with spiced notes reminding the cabernet sauvignon. In the mouth, this wine is nice with some toasted and empyreumatic notes at the end.</p>","<div class=""prod-desc"">
<p>This wine is produced on Tenein clayey-limestone soils. Château Tenein is aged in barrels. This wine is rich and complex with spiced notes. This wine has an attractive deep red colour. The fruity nose has hints of blackcurrants, raspberries and prune. Its elegant backbone gives it a lot of roundness and lingering finish. It will improve with age or it can be laid down depending on the vintages.</p>
</div>",,1319,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5171FC,WRW5171,Santa Ema  Gran Reserva Cabernet Sauvignon,Red Wine,Deep ruby-red with violet shades.,Cabernet Sauvignon,Chile,Maipo Valley,,,,Santa Ema,Cabernet Sauvignon,Full,Medium,Medium,"[""herbal"",""earth"",""oak""]",Beef|Cured Meat|Hard Cheese|Barbecue,0.835,"Santa Ema Gran Reserva Cabernet Sauvignon from Chile's Maipo Valley delivers a classically structured red with aromas of sour cherry, prune, mint, and tobacco, backed by ripe tannins and a lingering finish that suits grilled meats and aged cheeses beautifully.","<div class=""prod-desc""><p>Santa Ema has been one of Maipo Valley's most reliable custodians of Cabernet Sauvignon for decades, farming vineyards in a region widely regarded as Chile's spiritual home for the variety. Sitting at the foot of the Andes, Maipo's warm days and cool nights allow grapes to build both phenolic ripeness and the fresh herbal character that has become the valley's signature — a quality that shines clearly in this Gran Reserva bottling.</p><p>In the cellar, the fruit is crushed and fermented in stainless steel at a warm 30 °C for seven days, extracting generous colour and structure, then extended through six additional days of post-fermentation maceration to build texture and depth. Malolactic fermentation softens the palate before the wine rests in barrel for eight to ten months, adding layers of toast and subtle spice without overwhelming the fruit.</p><p>The result is a wine that opens with inviting aromas of sour cherry and dried plum, laced with fresh mint, tobacco leaf, and a hint of toasty oak. On the palate it's full-bodied yet approachable, with ripe, well-integrated tannins and a persistent, savoury finish. Pour it alongside a prime-cut grilled ribeye, slow-smoked brisket at a weekend barbecue, or a platter of hard aged cheeses. Spice-forward dishes — think a robust lamb stew or a peppery chimichurri — are equally at home here. A dependable, food-friendly Chilean Cabernet Sauvignon that punches above its price point.</p></div>",,1259,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5172FC,WRW5172,Santa Ema  Gran Reserva Merlot,Red Wine,Deep ruby-red with violet hues.,Merlot,Chile,Maipo Valley,,,,Santa Ema,Merlot,Full,Medium,High,"[""spice"",""oak""]",Beef|Lamb|Cured Meat|Pasta,0.857,"<p>This Merlot comes from the Maipo Valley and shows notes of chocolate and vanilla along with red fruits and roasted coffee. It feels very silky on the palate, with a great structure and tannins that are round and ripe. It makes a good companion to meats, stews, pasta and cheeses.</p>","Vinification

The grapes were crushed and fermented in stainless steel tanks for 7 days at 86&ordm;F (30&ordm;C) followed by another 6 days of post-fermentation macerations. Upon completion of the malolactic fermentation, the wine was barrel aged for 8&ndash;10 months to obtain and deliver greater complexity and structure.",,1259,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
WRW5173FC,WRW5173,Santa Ema  Amplus One Carmenere,Red Wine,Deep ruby-red with violet hues.,Carménère,Chile,Cachapoal Valley,,,,Santa Ema,Carmenère,Full,Medium,Medium,"[""earth"",""oak"",""floral""]",Beef|Lamb|Spicy Food|Pasta,0.857,"<p>An interesting, complex and expressive wine, of intense red color with violet hues. It shows attractive aromas of black cherries and cassis with notes of tobacco, black chocolate and graphite. Amplus Carmenère is a powerful wine, with round tannins that provide a voluminous, ripe and seductive ending, showing the typicity and the special seal of Peumo in the Cachapoal Valley.</p>","Vinification

The grapes were fermented in stainless steel tanks for 7 days at 86&ordm;F (30&ordm;C) followed by a 6-day post-fermentation process. Upon completion of the malolactic fermentation, the wine was aged in French oak barrels for 12 months for greater complexity and structure.",,1789,validated,2,82,32,15,20,5,10,wine,vintage,desc_en_short too long (> 200 chars); Missing vintage for wine product
