sku,id,name,classification,brand,price,overall_confidence,country,region,subregion,gap_type,stage_order,applicability,ga_priority_rank,ga_priority_score,value_band,subregion_action,priority_score,priority_reason,priority_rank
WSP1319DN,,Champagne Marguet  Extra Brut Element 11 Grand Cru,Champagne,Champagne Marguet,2669.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4669
WSP1320DN,,Dhondt-Grellet  Dans Un Premier Temps Brut,Champagne,Dhondt-Grellet,2049.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4670
WSP1336DN,,Charles Dufour  Bistrotage (Les Istantanes),Champagne,Charles Dufour,2899.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4671
WSP1339DN,,Charles Dufour  Bulles de Comptoir 4 “Vinorama”,Champagne,Charles Dufour,2419.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4672
WSP1343DN,,Francis Boulard  Les Murgiers Brut Nature,Champagne,Francis Boulard,2779.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4673
WSP1364DN,,J-M Seleque Champagne  Solessence Extra Brut,Champagne,J-M Seleque Champagne,2299.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4674
WSP1365DN,,J-M Seleque Champagne  Solessence - Brut Nature,Champagne,J-M Seleque Champagne,2639.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4675
WSP1373DN,,Dhondt-Grellet  Les Terres Fines Blanc de Blancs Extra Brut - Premier Cru,Champagne,Dhondt-Grellet,2619.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4676
WSP1374DN,,Dhondt-Grellet  Prestige Du Moulin Blanc de Blancs Brut,Champagne,Dhondt-Grellet,2819.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4677
WSP1380DN,,Francoise Bedel & Fils  Entre Ciel & Terre,Champagne,Champagne Francoise Bedel,2879.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4678
WSP1383DN,,R. Pouillon & Fils  Cuvee de Reserve Brut,Champagne,R. Pouillon & Fils,2419.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4679
WSP1385DN,,R. Pouillon & fils  Blanc de Blancs Brut,Champagne,R. Pouillon & Fils,2669.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4680
WSP1386DN,,R. Pouillon & fils  Rosé de Maceration Brut,Champagne,R. Pouillon & Fils,2779.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4681
WSP1390DN,,Marie Courtin  Resonance,Champagne,Marie Courtin,2779.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4682
WSP1396DN,,Lilbert Fils Champagne  Perle,Champagne,Lilbert Fils Champagne,2899.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4683
WSP1400DN,,J.L Vergnon Champagne  Extra Brut Grand Cru,Champagne,J.L Vergnon Champagne,2419.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4684
WSP1402DN,,J.L Vergnon Champagne  Rosemotion Extra Brut,Champagne,J.L Vergnon Champagne,2899.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4685
WSP1407DN,,Nathalie Falmet  Cuvée Brut,Champagne,Nathalie Falmet,2619.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4686
WSP1408DN,,Nathalie Falmet  Brut Nature,Champagne,Nathalie Falmet,2819.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4687
WSP1413DN,,Christophe Mignon  Brut Nature Pur Meunier,Champagne,Christophe Mignon,2539.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4688
WSP1414DN,,Christophe Mignon  Pur Meunier Extra Brut,Champagne,Christophe Mignon,2479.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4689
WSP1417DN,,Christophe Mignon  Rose,Champagne,Christophe Mignon,2899.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4690
WSP1420DN,,Bereche et Fils  Champagne Brut Reserve,Champagne,Bereche et Fils,2419.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4691
WSP1427DN,,Suenen Champagne  Brut Reserve,Champagne,Suenen Champagne,2419.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4692
WSP1430DN,,Suenen Champagne  Rose Brut,Champagne,Suenen Champagne,2899.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4693
WSP1439DN,,Savart Champagne  L'Ouverture,Champagne,Savart Champagne,2659.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4694
WSP1461DW,,Gapsted  Alpine Road Prosecco,Sparkling Wine,Gapsted,1090.00,0.92,Australia,Victoria,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4695
WSP1469DK,,Champagne Val'Frison  Cuvée Gouston Brut Nature,Champagne,Champagne Val'Friso,2660.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4696
WSP1478BU,,G.H. Mumm  Cordon Rouge Brut (375 ml),Champagne,Mumm,1589.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4697
WSP1486DH,,Champagne Pehu Simonet Face Nord  Extra Brut Grand Cru,Champagne,Champagne Pehu Simonet Face Nord,2350.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4698
WSP1492DK,,Schloss Vaux  Rheingauer Riesling Sekt Brut,Sparkling Wine,Schloss Vaux,1850.00,0.93,Germany,Rheingau,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4699
WSP1493DK,,Schloss Vaux  Steinberg Riesling Sekt Brut,Sparkling Wine,Schloss Vaux,2260.00,0.93,Germany,Rheingau,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4700
WSP1495AE,,Casali Viticulturi  Lambrusco Amabile Frizzante Dell’Emilia IGT,Sparkling Wine,Casali Viticulturi,1060.00,0.92,Italy,Emilia-Romagna,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4701
WSP1513AA,,Charles De Cazanove “Tete De Cuvee” Champagne Brut Aoc,Champagne,Champagne Charles de Cazanove,1670.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4702
WSP1514AA,,Charles De Cazanove Brut Rose Aoc,Champagne,Champagne Charles de Cazanove,1985.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4703
WSP1542ED,,La Esperanza Winery  Noche y Día Brut Nature,Sparkling Wine,La Esperanza Winery,1060.00,0.92,Spain,Catalunya,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4704
WSP1545ED,,Torello Winery  Torelló Brut Reserva,Sparkling Wine,Torello Winery,1330.00,0.92,Spain,Catalunya,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4705
WSP1546ED,,Torello Winery  Rosé Pal-Lid Brut Reserva,Sparkling Wine,Torello Winery,1470.00,0.86,Spain,Catalunya,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4706
WSP1547ED,,Torello Winery  Special Edition Brut Reserva,Sparkling Wine,Torello Winery,1870.00,0.92,Spain,Catalunya,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4707
WSP1548ED,,Torello Winery  Torelló 225 Gran Reserva,Sparkling Wine,Torello Winery,2080.00,0.92,Spain,Catalunya,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4708
WSP1557AB,,Lanson Champagne  Black Label Brut,Champagne,Lanson,2800.00,0.88,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4709
WSP1559AB,,Nicolas Feuillatte  Brut Reserve,Champagne,Nicolas Feuillatte,2400.00,1.00,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4710
WSP1560AB,,Nicolas Feuillatte  Brut Rosé,Champagne,Nicolas Feuillatte,2600.00,1.00,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4711
WSP1562DK,,Domaine de L’Ecu  La Divina,Sparkling Wine,Domaine de L’Ecu,1590.00,0.92,France,Burgundy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4712
WSP2407AJ,,Marta Cava  Reserva Brut,Sparkling Wine,Marta Cava,1000.00,0.88,Spain,Catalunya,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4713
WSP2435DH,,Contratto  For England Blanc de Noir Extra Brut 2011,Sparkling Wine,Contratto,2420.00,0.92,Italy,Lombardy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4714
WSP2436DH,,Contratto  For England Rose Extra Brut 2011,Sparkling Wine,Contratto,2420.00,0.92,Italy,Piedmont,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4715
WSP2468EG,,Piper-Heidsieck  Cinema Edition 2018 (750 ml),Champagne,Piper-Heidsieck,2579.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4716
WSP2471AB,,Jansz  Tasmania Premium Cuvée,Sparkling Wine,Jansz,1500.00,1.00,Australia,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4717
WSP2473AC,,Dumangin Champagne  La Cuvee 17 Brut,Champagne,Dumangin Champagne,1999.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4718
WSP2474AC,,Dumangin Champagne  L'Extra Brut Premier Cru,Champagne,Dumangin Champagne,2299.00,0.89,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4719
WSP2475AC,,Dumangin Champagne  Le Rose Brut Premier Cru,Champagne,Dumangin Champagne,2299.00,0.89,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4720
WSP2476AC,,Joseph Perrier Champagne  Cuvee Royale Brut,Champagne,Joseph Perrier,2299.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4721
WSP2477AC,,Joseph Perrier Champagne  Cuvee Royale Blanc de Blancs,Champagne,Joseph Perrier,2699.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4722
WSP2479EK,,Val D'Oca  Punto Oro,Sparkling Wine,Val D'Oca,1010.00,0.92,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4723
WSP2480EK,,Val D'Oca  Punto Oro “Gold Edition”,Sparkling Wine,Val D'Oca,1280.00,0.92,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4724
WSP2481EK,,Val D'Oca  Moscato,Sparkling Wine,Val D'Oca,1010.00,0.92,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4725
WSP2490AA,,Tenuta Luisa  Ribolla Spumante Brut,Sparkling Wine,Tenuta Luisa,1010.00,0.92,Italy,Friuli-Venezia Giulia,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4726
WSP2493DH,,Maison Jaillance  Clairette de Die Brut Bio (Organic),Sparkling Wine,Jaillance,1010.00,0.86,France,Bordeaux,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4727
WSP2494FC,,Fantinel  Prosecco One & Only Millesime Vintage Brut,Sparkling Wine,Fantinel,1460.00,0.93,Italy,Friuli-Venezia Giulia,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4728
WSP2495FC,,Fantinel  Prosecco One & Only Millesime Rose,Sparkling Wine,Fantinel,1579.00,0.83,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4729
WSP2497FD,,J. Oppmann  FC Bayern Munich Sekt,Sparkling Wine,J. Oppmann,1210.00,0.93,Germany,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4730
WSP2498FD,,J. Oppmann  FC Bayern Munich Secco,Sparkling Wine,J. Oppmann,1170.00,0.92,Germany,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4731
WSP2502AE,,Follador  Prosecco Xzero Valdobbiadene Superiore Extra Brut DOCG,Sparkling Wine,This Millesimato Extra Brut,1129.00,0.83,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4732
WSP2506CU,,Bella Conchi  Brut Seleccion,Sparkling Wine,Bella Conchi,1600.00,0.92,Spain,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4733
WSP2518FC,,Juvé & Camps  Cava Brut Rose Pinot Noir,Sparkling Wine,Juvé & Camps,1839.00,0.84,Spain,Penedès,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4734
WSP2529AD,,Champagne Ernest Rapeneau  Rose,Champagne,Champagne Ernest Rapeneau,1799.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4735
WSP2532DD,,Champagne Charles Orban  Brut Rose,Champagne,Champagne Charles Orban,2405.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4736
WSP2533DD,,Champagne Charles Orban  Blanc de Noirs Brut,Champagne,Champagne Charles Orban,2405.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4737
WSP2534DD,,Champagne Charles Orban  Carte Noire Brut,Champagne,Champagne Charles Orban,2275.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4738
WSP2538FR,,Champagne Palmer  Brut Reserve,Champagne,Champagne Palmer,2099.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4739
WSP2539DJ,,Champagne Palmer  Rose Reserve,Champagne,Champagne Palmer,2820.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4740
WSP2554AD,,Champagne Gremillet  Selection Brut,Champagne,Champagne Gremillet,2549.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4741
WSP2555AD,,Champagne Gremillet  Blanc de Blancs Brut,Champagne,Champagne Gremillet,2949.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4742
WSP2556AD,,Champagne Gremillet  Cuvee Brut Prestige Organic,Champagne,Champagne Gremillet,2849.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4743
WSP2558AD,,Champagne Ernest Rapeneau  Brut Magnum (1.5 L),Champagne,Champagne Ernest Rapeneau,2999.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4744
WSP2563FC,,Champagne Victoire  Brut Prestige,Champagne,Champagne Victoire,1349.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4745
WSP2564EK,,Champagne Louise Marie Bennezon  Brut Tradition,Champagne,Champagne Louise Marie Bennezon,2199.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4746
WSP2565EK,,Champagne Louise Marie Bennezon  Rose,Champagne,Champagne Louise Marie Bennezon,2599.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4747
WSP2566EK,,Champagne Florence Duchêne  Brut Réserve,Champagne,Champagne Florence Duchêne,2499.00,0.92,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4748
WSP2571BU,,Luc Belaire  Rare Rose,Sparkling Wine,Luc Belaire,1795.00,1.00,France,Provence,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4749
WSP2580BS,,Bottega  MIABI Pinot Nero Spumante Brut,Sparkling Wine,Bottega,2040.00,0.92,Italy,Lombardy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4750
WSP2581FL,,Aviva  Red Rose,Sparkling Wine,Aviva,1090.00,0.80,Spain,Valencia,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4751
WSP2582FL,,Aviva  Blue Sky,Sparkling Wine,Aviva,1090.00,0.80,Spain,Valencia,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4752
WSP2583FL,,Aviva  Gold,Sparkling Wine,Aviva,1090.00,0.80,Spain,Valencia,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4753
WSP2584FL,,Aviva  Pink Gold,Sparkling Wine,Aviva,1090.00,0.80,Spain,Valencia,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4754
WSP2588FO,,Billecart Salmon  Inspiration Brut 1818,Champagne,Billecart-Salmon,2100.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4755
WSP2602BS,,Bottega  Rose Gold Magnifico Set,Sparkling Wine,Bottega,2389.00,0.92,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4756
WSP2616EG,,Piper-Heidsieck  Riviera,White Wine,Piper-Heidsieck,2295.00,0.86,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4757
WSP2617EG,,Allart & Fils  Brut Reserve,White Wine,Allart & Fils,1815.00,0.86,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4758
WSP2618EG,,Allart & Fils  Brut Blanc de Blancs,White Wine,Allart & Fils,1995.00,0.86,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4759
WSP2620DH,,Judith Beck  Pet Nat,Sparkling Wine,Judith Beck,1569.00,0.92,Austria,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4760
WSP2645CU,,Bella Conchi  Brut Rose,Sparkling Wine,Bella Conchi,1600.00,1.00,Spain,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4761
WSP2654FU,,Huguenot Tassin Champagne Signature Brut Millésimée,Champagne,Huguenot Tassin Champagne,2460.00,0.86,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4762
WSP5668AA,,V8+  Prosecco Brut Millesimato DOC (1.5 L),Sparkling Wine,V8+,1855.00,0.83,Italy,Veneto,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4763
WSP5684BU,,Luc Belaire  Rare Gold,Sparkling Wine,Luc Belaire,1795.00,1.00,France,Burgundy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4764
WSP5689AB,,Monfort  Trento DOC Cuvee 85 Brut,Sparkling Wine,Monfort,1300.00,0.90,Italy,Trentino-Alto Adige,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4765
WSP5690AB,,Monfort  Blanc de Sers Brut Nature,Sparkling Wine,Monfort,1000.00,1.00,Italy,Trentino-Alto Adige,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4766
WSP5691AB,,Monfort  Trento DOC Rose Brut,Sparkling Wine,Monfort,1500.00,0.92,Italy,Trentino-Alto Adige,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4767
WSP5692AD,,Contadi Castaldi  Franciacorta Brut,White Wine,Contadi Castaldi,1399.00,0.83,Italy,Lombardy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4768
WSP5693AD,,Contadi Castaldi  Franciacorta Brut Rose,Rose Wine,Contadi Castaldi,1499.00,0.83,Italy,Lombardy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4769
WSP5694AD,,Contadi Castaldi  Franciacorta Brut Race Ducati,White Wine,Contadi Castaldi,1925.00,0.83,Italy,Lombardy,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4770
WSP5697CB,,Chanson du Vent  Sparkling,Sparkling Wine,Chanson Du Vent,2149.00,0.92,Australia,Others region,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4771
WSP5700BU,,Moet & Chandon  Ice Imperial Rose (750 ml),Rose Wine,Moet & Chandon,2689.00,0.85,France,Champagne,,subregion,3,actionable,,,mid_value,assess_wine_subregion,200.00,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,4772
