sku,name,classification,country,region,subregion,short_description,description,updated_at,magento_readiness,quality_blockers,quality_warnings,current_validation_status,enrichment_quality_grade,review_priority,popularity_revenue_90d,popularity_orders_90d,wn_stock
LLQ0505AA,Carlo Pellegrino  Bato Amaro Siciliano (700 ml),Liqueur,Italy,Sicily,Sicily,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
LLQ0507AA,Xopa Single Origin Coffee Liquer (700 ml),Liqueur,Panama,Panama,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LLQ0508DG,Rinomato Aperitivo (1 L),Liqueur,Italy,Italy,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LLQ0510DG,Ratafia Rossi (750 ml),Liqueur,Italy,Piedmont,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LLQ0511DG,Sambuca Lucano (700 ml),Liqueur,Italy,Basilicata,Campania,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LLQ0543HK,Château de Bordeneuve la grande josiane (Orange Armagnac Liqueur) (700 ml),Liqueur,France,Armagnac,Armagnac,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
LLQ0545AB,Muntaner White Vermouth (700 ml),Liqueur,Spain,Catalonia,Barcelona,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LLQ0546AB,CAFFO Distilleria Vecchio Amaro Del Capo (700 ml),Liqueur,Italy,Calabria,Calabria,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
LLQ0547AB,CAFFO Distilleria Mezzodi’ Liquore Aperitivo (1 L),Liqueur,Italy,Calabria,Messina,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LOT0013AR,Nanbubijin  Umeshu (720 ml),Wine product,Japan,Iwate,Kunohe,,Nanbubijin  Umeshu (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0014AR,Ume  Mansaku (1.8 L),Wine product,Japan,,,,Ume  Mansaku (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LOT0015AR,Ume  Mansaku (720 ml),Wine product,Japan,,,,Ume  Mansaku (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LOT0028AB,Nakano BC  Kishu Akai Umeshu (1.8 L),Others,Japan,Islands,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LOT0032AB,Kozaemon  Junmai Umeshu (500 ml),Others,Japan,,,Mizunami spring-water umeshu built on Kozaemon's junmai base — umakuchi philosophy meets ume fruit in a 322-year-old Gifu brewery.,"<p>Founded in 1702 by Nakashima Kozaemon in the mountain town of Mizunami, Gifu, this brewery has spent over three centuries drawing water from an underground spring fed by snowmelt off Mt. Byobu — and that same mineral-clean source underpins this umeshu. Mizunami sits at 70% forest cover in the Mino highlands, its cool, humid microclimate slowing fermentation and concentrating rice-derived character before the ume fruit is ever introduced.</p><p>The junmai base is built without any distilled alcohol addition, fermented using <strong>yamahai starter</strong> and <strong>four-stage (yodan) brewing additions</strong> — a fourth rice-and-water charge beyond the standard three-stage sandan shikomi — which amplifies umami extraction and textural weight beyond what conventional umeshu bases achieve. Koji is cultivated at <strong>approximately 98% humidity</strong> to maximise enzyme activity, producing a richer, more amino-acid-dense substrate for the ume maceration.</p><p>What separates this from category peers is the deliberate <em>umakuchi</em> philosophy: where most commercial umeshu leans on sugar-forward simplicity, Kozaemon's junmai foundation introduces savory depth and natural acidity that keeps the ume fruit taut rather than cloying. The result is a 500 ml expression where stone-fruit sweetness is anchored by genuine rice umami — a structural choice almost no umeshu producer makes explicit.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,needs_review,A,LOW,0,0,0
LOT0033AB,Kozaemon  Junmai Umeshu (1.8 L),Others,Japan,,,"Junmai-base umeshu from a 1702 Gifu brewery: Mt. Byobu snowmelt water, yamahai starter, umakuchi philosophy in a 1.8 L format.","<p>Founded in 1702 by Nakashima Kozaemon in the mountain town of Mizunami, Gifu, this brewery has spent three centuries drawing water from an underground spring fed by snowmelt off Mt. Byobu (Byobuzan) — and that same mineral-laden, cold-temperature water underpins every expression, including this Junmai Umeshu. Mizunami sits in the forested Mino highlands, where 70% forest cover and a cool, humid microclimate slow fermentation naturally, concentrating rice-derived compounds before the ume fruit is ever introduced.</p><p>The Junmai base is produced without any distilled alcohol addition — a legal and philosophical commitment to pure rice fermentation. Kozaemon's house technique of <strong>98%-humidity koji cultivation</strong> maximises enzyme activity and amplifies umami extraction beyond standard practice; this same koji philosophy carries into the umeshu base, giving the fruit liqueur an unusually savoury, textured backbone rather than a flat sugar-and-spirit foundation. The <strong>yamahai starter</strong> further builds lactic complexity and acidity that cuts through the ume's natural sweetness.</p><p>What separates this from the category majority: most commercial umeshu uses a neutral jozo alcohol (distilled spirit) base — this uses a full Junmai sake, meaning the ume fruit macerates against living rice umami rather than neutral spirit. The 1.8 L magnum format (isshobin) is the traditional Japanese hospitality vessel, preserving freshness through reduced surface-area-to-volume ratio.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,needs_review,A,LOW,0,0,0
LOT0037AB,Kozaemon  Shiroku Junmai Kabosu Sake (500 ml),Others,Japan,,,Kabosu-infused Junmai from Kozaemon's 1702 Mizunami brewery — umakuchi philosophy meets tart Japanese citrus in a 500 ml format.,"<p>Founded in 1702 by Nakashima Kozaemon in Mizunami City, Gifu, this brewery has spent over three centuries refining <strong>umakuchi</strong> — a deliberate, rice-forward richness built on pronounced umami and gentle natural sweetness, a direct counter-position to the light, dry <em>tanrei karakuchi</em> style that dominated Japan's post-1970s market. <strong>Shiroku Junmai Kabosu</strong> extends that philosophy into flavoured sake territory by incorporating kabosu, a tart, aromatic Japanese citrus native to Oita Prefecture, into a no-added-alcohol Junmai base. The brewery's water source — a natural underground spring fed by snowmelt from <strong>Mt. Byobu (Byobuzan)</strong> — flows through Mizunami's 70%-forested, cool-humid microclimate, supporting the slow fermentation that builds the textural backbone kabosu acidity then cuts through. Koji is cultivated at <strong>approximately 98% humidity</strong> to maximise enzyme activity, and the house employs <strong>four-stage (yodan) fermentation</strong> — a fourth rice-and-water addition beyond the standard three-stage <em>sandan shikomi</em> — extracting deeper umami than conventional brewing achieves. What makes this expression categorically unusual is the pairing of that amplified umami base with kabosu's sharp, yuzu-adjacent tartness: the citrus does not sweeten the sake but instead sharpens its savouriness, functioning more like a seasoning than a flavouring. As a non-vintage blend, it is intended for immediate enjoyment, with the kabosu brightness at its most vivid within 12 months of release.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,needs_review,A,LOW,0,0,0
LOT0040AB,Bijofu  Yuzu (720 ml),Others,Japan,,,"Yuzu liqueur from Kochi's nansui-water brewery, founded 1904 — coastal Tano-cho citrus meets Bijofu's signature soft-water precision.","<p>Hamakawa Shoten, registered in 1904 in Tano-cho on Kochi's narrow Pacific coastal strip, built its reputation by mastering <strong>ultra-soft nansui water</strong> drawn from the subterranean Nahari River — a water type once dismissed as unworkable for quality brewing. That same water forms the backbone of this yuzu expression, its near-zero mineral hardness allowing the aromatic oils of yuzu to project without interference from dissolved salts or hardness compounds.</p><p>Kochi Prefecture is Japan's foremost yuzu-producing region, and the fruit's characteristic <strong>tart, pithy citrus intensity</strong> — sharper and more resinous than sudachi or kabosu — is the defining aromatic axis here. The brewery's house yeast tradition (AA-41 and CEL-24, both isoamyl acetate-forward) shapes the fermented base toward melon and soft citrus, creating a layered backdrop rather than a flat spirit-and-juice blend.</p><p>What separates this from category peers is the <strong>nansui water integration</strong>: where most yuzu liqueurs built on harder water read as sharp and one-dimensional, the Nahari River softness rounds the yuzu's pithy edges while preserving its volatile top notes — a textural outcome no technique alone can replicate. NV by nature; drink young to preserve yuzu's volatile aromatic lift.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,needs_review,A,LOW,0,0,0
LOT0041AB,Yatagarasu  Yoshino Monogatari Momo (720 ml),Others,Japan,Nagano,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LOT0042AB,Yatagarasu  Yoshino Monogatari Momo (1.8 L),Others,Japan,Nagano,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LOT0043AB,Yatagarasu  Yoshino Monogatari Shiso (720 ml),Others,Japan,Nagano,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LOT0044AB,Yatagarasu  Yoshino Monogatari Shiso (1.8 L),Others,Japan,Nagano,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LOT0057DB,Aotan No Yuzushu  (720 ml),Others,Japan,,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,needs_review,,LOW,0,0,0
LOT0074AR,Niwa no Uguisu  Otoro (720 ml),Wine product,Japan,,,,Niwa no Uguisu  Otoro (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LOT0076AR,Daishichi Kimoto Umeshu (720 ml),Umeshu,Japan,Niigata,,,Daishichi Kimoto Umeshu (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,LOW,0,0,0
LOT0079AR,Godo Shusei  Tan-Taka-Tan no Umeshu (720 ml),Umeshu,Japan,Japan,,,Godo Shusei  Tan-Taka-Tan no Umeshu (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,LOW,0,0,0
LOT0080AR,Hirooka Farm Agricultural  Yoi Umeko (360 ml),Umeshu,Japan,Wakayama,Tanabe,,Hirooka Farm Agricultural  Yoi Umeko (360 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0082AR,Kobayashi Shuzou Honten  Meromero Hokkaido Melon (720 ml),Wine product,Japan,Hokkaido,Hokkaido,,Kobayashi Shuzou Honten  Meromero Hokkaido Melon (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,validated,,LOW,0,0,0
LOT0084AR,Kojima  Toko Ginjo Umeshu (500 ml),Umeshu,Japan,Kyushu,Kumamoto,,Kojima  Toko Ginjo Umeshu (500 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0088AR,Komasa Jyozo  Komasa no Umeshu (1800 ml),Wine product,Japan,Kumamoto,Kumamoto Prefecture,,Komasa Jyozo  Komasa no Umeshu (1800 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0089AR,Komasa Jyozo  Komasa no Umeshu (700 ml),Wine product,Japan,Kyushu,Kumamoto,,Komasa Jyozo  Komasa no Umeshu (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0094AR,Shata Shuzou  Tengumai Umeshu (1800 ml),Wine product,Japan,Ishikawa,Kanazawa,,Shata Shuzou  Tengumai Umeshu (1800 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0110DB,Kotsuzumi Plumtonic Baishin  (1.5 L),Others,Japan,,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,needs_review,,LOW,0,0,0
LOT0112DB,Kotsuzumi Baishinshunju Umeshu  (720 ml),Others,Japan,,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,needs_review,,LOW,0,0,0
LOT0158FS,Hakutake  Umepon (300 ml),Wine product,Japan,,,,Hakutake  Umepon (300 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LOT0159FS,Hakutake  Umepon (720 ml),Wine product,Japan,,,,Hakutake  Umepon (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LOT0160FS,Umenishiki No Umeshu (720 ml),Umeshu,Japan,Kyushu,Fukuoka,,Umenishiki No Umeshu (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LOT0172AB,Kinmon Akita Plum Sake Shizuku (300 ml),Others,Japan,,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,needs_review,,LOW,0,0,0
LOT0176AB,Dassai Umeshu (720 ml),Others,Japan,,,Dassai's Yamada Nishiki umeshu: the Iwakuni brewery's soft mountain water and centrifuge-pressed sake base meet whole-ume maceration in a single rare expression.,"<p>Asahi Shuzo — the Yamaguchi brewery that built its reputation on producing <em>exclusively</em> Junmai Daiginjo and pioneering Japan's first commercial centrifuge press — applies that same obsessive precision to a category it almost never enters. Dassai Umeshu is built on a Junmai Daiginjo sake base rather than the neutral shochu or spirits base used by virtually every other major umeshu producer, anchoring the liqueur in the house's signature soft-water character: the Iwakuni mountain water, classified regionally as <em>Seiryu</em> (clear-stream water) and further purified on-site, yields a low-mineral, texturally silky foundation that carries ume fruit without astringent interference.</p><p>The production philosophy mirrors the brewery's sake line: <strong>Yamada Nishiki rice</strong>, the same 'king of sake rice' used across the entire Dassai range, forms the fermentation base, and the sake is separated from the mash via <strong>centrifuge without applied pressure</strong> — a technique Dassai commercialised around 2000 — preserving the delicate aromatic integrity that a conventional press would compress away. Whole ume are then macerated into this base, allowing the stone-fruit skin and flesh to contribute both tartaric brightness and a fleshy, almost confited depth. What is categorically unusual here: no other brewery of Dassai's scale commits a Junmai Daiginjo-grade sake base to an umeshu, making this the only expression in the range where the house's centrifuge-pressed, soft-water sake acts as a flavour vehicle rather than the finished product itself.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,needs_review,A,LOW,0,0,0
LRD0016DG,Signature Cocktail The Lychee Martini (Ready to drink) (1000 ml),Ready to Drink,Germany,Germany,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRD0017DG,Signature Cocktail Sunset Aperitivo (Ready to drink) (1000 ml),Ready to Drink,Germany,Germany,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRD0018DG,Signature Cocktail The Raspberry Espresso Martini (Ready to drink) (1000 ml),Ready to Drink,Germany,Germany,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRD0019DG,Signature Cocktail The Rose & White Pepper Negroni (Ready to drink) (1000 ml),Ready to Drink,Germany,Germany,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRD0020DG,Signature Cocktail The Coconut & Pineapple Daiquiri (Ready to drink) (1000 ml),Ready to Drink,Germany,Germany,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRM0001AD,McCormick  Rum Silver (750 ml),Wine product,USA,,,,McCormick  Rum Silver (750 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0072CN,Brugal  Blanco Supremo Rum (700 ml),Rum,Dominican Republic,Puerto Plata,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRM0074CN,Brugal  1888 (700 ml),Rum,Dominican Republic,Puerto Plata,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRM0078CN,Mount Gay  Black Barrel (700 ml),Rum,Barbados,Barbados,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRM0137ER,Shack Rum  Super Spiced (700 ml),Wine product,Barbados,,,,Shack Rum  Super Spiced (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0139ER,Shack Rum  Orange (700 ml),Wine product,Barbados,,,,Shack Rum  Orange (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0162AD,Angostura  Reserva Caribbean Rum Aged Three Years (700 ml),Wine product,Anguilla,Trinidad and Tobago,Port of Spain,,Angostura  Reserva Caribbean Rum Aged Three Years (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LRM0165EQ,"Saint James  Imperial ""Rhum Agricole"" White (700 ml)",Wine product,Martinique,Martinique,Sainte-Marie,,"Saint James  Imperial ""Rhum Agricole"" White (700 ml)",2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LRM0185ER,Shack Rum  Red Spiced (700 ml),Wine product,Barbados,,,,Shack Rum  Red Spiced (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0187DG,Black Tears  Spiced Cuban Rum (700 ml),Rum,Cuba,Cuba,,,Black Tears  Spiced Cuban Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,LOW,0,0,0
LRM0198ER,Rum & Cane Merchants  British West Indies XO (700 ml),Wine product,Barbados,,,,Rum & Cane Merchants  British West Indies XO (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0208CP,Dead Man's Finger  Hazelnut Rum (700 ml),Wine product,England,,,,Dead Man's Finger  Hazelnut Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0214EQ,"Saint James  Vieux XO ""Rhum (700 ml)",Wine product,Martinique,Martinique,Sainte-Marie,,"Saint James  Vieux XO ""Rhum (700 ml)",2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LRM0219BU,Samui by Issan (SBI) Rum  (700 ml),Rum,Thailand,Koh Samui,Surat Thani Province,,Samui by Issan (SBI) Rum  (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LRM0222CN,Dictador  Aurum Rum (700 ml),Rum,Colombia,Atlantico,Barranquilla,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LRM0232AE,Short Story  White Rum (750 ml),Rum,India,India,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LRM0237ER,Six Saints Caribbean Rum of Grenada (700 ml),Rum,Grenada,Grenada,St. George's Parish,,Six Saints Caribbean Rum of Grenada (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LRM0238ER,Mad Kiaper  Spiced Rum (700 ml),Rum,Belgium,Belgium,,,Mad Kiaper  Spiced Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,LOW,0,0,0
LRM0239ER,Mad Kiaper  Spiced Black Rum (700 ml),Rum,Belgium,Belgium,,,Mad Kiaper  Spiced Black Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,LOW,0,0,0
LRM0247EI,Sober Spirits  Rum Non-Alcoholic Beverage (500 ml),Wine product,France,,,,Sober Spirits  Rum Non-Alcoholic Beverage (500 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LRM0252GW,Hoxton Banana Rum (700 ml),Wine product,England,,,,Hoxton Banana Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,LOW,0,0,0
LSJ0024DG,Kai  Lemongrass Ginger (750 ml),Sake/Shochu,Vietnam,Vietnam,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,LOW,0,0,0
LSJ0073DB,Sato No Akebono Shiro-Kaku Genshu 3 Years Old (720 ml),Sake/Shochu,Japan,Kumamoto,Aso,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSJ0074DB,Sato No Akebono Gold 3 Years Old (720 ml),Sake/Shochu,Japan,Kumamoto,Aso,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
LSJ0083FS,Hakutake  Kumamon (900 ml),Wine product,Japan,Kumamoto,Kumamoto Prefecture,,Hakutake  Kumamon (900 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSJ0084FS,Hakutake  Shiro (720 ml),Wine product,Japan,Nagano,Komoro,,Hakutake  Shiro (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSJ0086FS,Kiccho Houzan (720 ml),Sake,Japan,Niigata,Niigata Prefecture,,Kiccho Houzan (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0026AR,Nanbubijin  Junmai Daiginjo (720 ml),Wine product,Japan,Iwate,Kunohe,,Nanbubijin  Junmai Daiginjo (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0028AR,Nanbubijin  Junmai ginjo (720 ml),Wine product,Japan,Iwate,Kunohe,,Nanbubijin  Junmai ginjo (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0031AR,Nanbubijin  Tokubetsu Junmai ( 720 ml),Wine product,Japan,Iwate,Kunohe,,Nanbubijin  Tokubetsu Junmai ( 720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0033AR,Tengumai Yamahai  Junmai daiginjo ( 1.8 L),Wine product,Japan,Ishikawa,Kanazawa,,Tengumai Yamahai  Junmai daiginjo ( 1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0034AR,Tengumai Yamahai  Junmai daiginjo ( 720 ml),Wine product,Japan,Ishikawa,Kanazawa,,Tengumai Yamahai  Junmai daiginjo ( 720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0035AR,Tengumai Yamahai  Junmai ginjo ( 1.8 L),Wine product,Japan,Ishikawa,Kanazawa,,Tengumai Yamahai  Junmai ginjo ( 1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0036AR,Tengumai Yamahai  Junmai ginjo ( 720 ml),Wine product,Japan,Ishikawa,Kanazawa,,Tengumai Yamahai  Junmai ginjo ( 720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0040AR,Dewazakura  Ichiro (720 ml),Wine product,Japan,Yamagata,Tendo,,Dewazakura  Ichiro (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0041AR,Dewazakura  Ohka (1.8 L),Wine product,Japan,Yamagata,Tendo,,Dewazakura  Ohka (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0042AR,Dewazakura  Ohka (720 ml),Wine product,Japan,Yamagata,Tendo,,Dewazakura  Ohka (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0046AR,Sesshu  Otokoyama (720 ml),Wine product,Japan,Hokkaido,Asahikawa,,Sesshu  Otokoyama (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0047AR,Sesshu  Otokoyama (300 ml),Wine product,Japan,Hokkaido,Asahikawa,,Sesshu  Otokoyama (300 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0052AR,Shirayuki  Tanba Dry (1.8 L),Wine product,Japan,Hyogo,Tanba,,Shirayuki  Tanba Dry (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0056AR,Inata Hime  Daiginjo (1.8 L),Wine product,Japan,Niigata,Niigata Prefecture,,Inata Hime  Daiginjo (1.8 L),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0057AR,Inata Hime  Daiginjo (720 ml),Wine product,Japan,Niigata,Niigata Prefecture,,Inata Hime  Daiginjo (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
LSK0060AR,Inata Hime  Gouriki Junmai Ginjo (720 ml),Wine product,Japan,Niigata,Niigata Prefecture,,Inata Hime  Gouriki Junmai Ginjo (720 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
